Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
324	-10411.95	-10912.42	500.4736	0.517185	0.155537	0.17619	0.151087	1.853551	1.161779	6.111349	3.620288
330	-10398.66	-10897.31	498.6486	0.549781	0.123833	0.191674	0.134711	1.539109	1.104445	6.796955	5.506395
336	-10410.43	-10909.96	499.5325	0.462613	0.334	0.0900347	0.113353	1.362849	1.04872	6.86421	3.76327
342	-10421.37	-10922.35	500.9867	0.277215	0.542099	0.064572	0.116114	0.900848	1.078518	6.951911	1.859414
348	-10412.32	-10914.18	501.8625	0.396291	0.434089	0.0657435	0.103877	1.222563	1.074533	6.390125	1.67369
354	-10413.87	-10914.66	500.785	0.403619	0.441103	0.0393534	0.115924	1.48823	1.118618	6.494108	2.48948
360	-10401.61	-10901.78	500.1649	0.465568	0.249105	0.148366	0.136961	1.333194	1.098921	6.943408	2.408355
366	-10408.25	-10909.07	500.8273	0.500536	0.224334	0.133612	0.141518	1.479681	1.011943	6.133821	3.738516
372	-10409.87	-10908.71	498.8467	0.575968	0.149192	0.133471	0.141369	1.479653	1.028361	7.240592	3.581125
378	-10405.01	-10906.03	501.024	0.498772	0.170988	0.204902	0.125338	1.497458	1.071362	6.031399	3.581125
384	-10409.12	-10909.54	500.4168	0.493844	0.182177	0.202878	0.1211	1.182813	1.039009	6.934214	2.356531
390	-10405.48	-10905.39	499.9102	0.435096	0.362508	0.0976769	0.10472	1.39754	1.042864	6.934214	2.8245
396	-10411.1	-10910.2	499.0983	0.376398	0.426278	0.0406926	0.156632	1.340184	1.02991	7.513878	2.508487
402	-10412.95	-10913.15	500.1947	0.376398	0.426278	0.0406926	0.156632	1.13325	1.025457	7.019885	2.540516
408	-10403.79	-10903.23	499.4478	0.392786	0.461671	0.0250418	0.120502	1.204774	1.083848	7.182468	3.049537
414	-10409.28	-10911.96	502.6818	0.33254	0.39086	0.157536	0.119065	1.02358	1.095871	6.096511	1.543995
420	-10424.31	-10925.17	500.8585	0.379588	0.351166	0.162272	0.106973	1.02358	1.016361	7.029299	1.761523
426	-10422.55	-10923.6	501.048	0.386186	0.293462	0.232591	0.0877613	1.02358	1.008159	7.016097	1.570918
432	-10417.74	-10917.94	500.2006	0.535909	0.280174	0.0482728	0.135645	1.453786	1.030681	6.827802	2.618727
438	-10417.47	-10918.65	501.1731	0.455309	0.328979	0.0566179	0.159094	1.194869	1.075739	6.561354	2.193949
444	-10405.57	-10906.29	500.7185	0.478541	0.248223	0.107443	0.165794	1.554103	1.075739	6.234424	3.361461
450	-10390.07	-10890.44	500.3744	0.502924	0.302025	0.0372946	0.157756	1.752041	1.080295	6.238169	3.672901
456	-10400.44	-10901.85	501.4157	0.467067	0.294711	0.028755	0.209467	1.44494	1.165185	5.730223	3.792006
462	-10403.82	-10904.97	501.1551	0.490419	0.257666	0.0301927	0.221722	1.562022	1.201577	5.922883	3.36626
468	-10413.07	-10915.66	502.5865	0.434135	0.228095	0.248812	0.088958	1.47579	1.116299	5.794456	1.79667
474	-10401.66	-10903.79	502.1313	0.462655	0.197402	0.245141	0.0948019	1.122214	1.08563	6.124436	2.064984
480	-10407.11	-10906.1	498.988	0.500297	0.191062	0.206126	0.102515	1.553761	1.07752	6.80612	4.706749
486	-10414.42	-10914.54	500.1217	0.467768	0.315628	0.0118582	0.204746	1.314257	1.119839	6.80612	2.863431
492	-10398.64	-10898.97	500.3284	0.430778	0.354061	0.0266054	0.188555	1.374061	1.105718	6.80612	2.47882
498	-10396.46	-10897.14	500.6736	0.527408	0.190834	0.0509072	0.230851	1.591753	1.133923	6.198746	3.398358
504	-10393.25	-10896.41	503.1593	0.39145	0.348192	0.179563	0.0807948	1.090856	1.209171	5.624258	1.795756
510	-10393.15	-10896.27	503.1202	0.362164	0.421363	0.0955327	0.12094	1.086645	1.241398	5.531536	2.029669
516	-10395.87	-10897.88	502.0114	0.47022	0.300372	0.124036	0.105372	1.508594	1.247592	5.698521	2.622573
522	-10403.95	-10904.06	500.113	0.493935	0.315521	0.130291	0.0602532	1.347958	1.051444	7.082969	2.160912
528	-10396.4	-10898.47	502.0675	0.461613	0.236124	0.214412	0.0878508	1.203286	1.141674	6.254951	1.667508
534	-10399.43	-10899.56	500.1227	0.499298	0.332663	0.0711197	0.0969192	1.56771	1.13419	6.383166	3.831306
540	-10412.31	-10912.29	499.9834	0.541411	0.24424	0.143191	0.0711577	1.480259	1.118572	6.475296	3.948717
546	-10416.59	-10916.91	500.3288	0.49739	0.157702	0.25788	0.0870272	1.480259	1.125208	7.017121	1.785436
552	-10401.1	-10901.14	500.0414	0.571064	0.109974	0.191052	0.127909	1.336438	1.105989	6.904678	2.689834
558	-10411.47	-10912.23	500.7671	0.552554	0.118155	0.191867	0.137424	1.390119	1.105989	6.27978	3.326381
564	-10406.89	-10908.43	501.5394	0.435523	0.273736	0.192745	0.0979963	1.241122	1.095934	6.243807	2.417423
570	-10415.4	-10917.73	502.3299	0.426678	0.350062	0.0989729	0.124287	1.20286	1.209513	5.770242	2.417423
576	-10413.87	-10915.38	501.5171	0.426678	0.350062	0.0989729	0.124287	1.243971	1.134409	6.210822	2.479574
582	-10419.92	-10921.13	501.2076	0.473832	0.289395	0.0987508	0.138022	1.46559	1.106465	6.28573	2.479574
588	-10400.39	-10901.01	500.6205	0.436565	0.322284	0.108427	0.132724	1.189614	1.154563	6.204484	4.127755
594	-10406.84	-10908.21	501.3738	0.452056	0.33372	0.0767898	0.137434	1.413206	1.08301	6.230899	2.485683
600	-10415.88	-10917.26	501.3798	0.487565	0.238235	0.0828217	0.191377	1.180887	1.08301	6.341635	2.490319
606	-10419.14	-10921.23	502.0983	0.475032	0.206816	0.152014	0.166138	1.180887	1.0931	6.055387	2.19725
612	-10391.98	-10893.42	501.4417	0.593589	0.160109	0.117684	0.128618	1.488791	1.055309	6.055387	2.821457
618	-10399.03	-10900.1	501.0728	0.537268	0.112296	0.234022	0.116414	1.47618	1.100943	6.045776	3.422591
624	-10421.91	-10923.48	501.5707	0.474359	0.190679	0.194321	0.140641	1.333005	1.085047	6.256079	2.233476
630	-10410.04	-10910.25	500.2041	0.483145	0.283994	0.0896149	0.143246	1.333005	1.070574	6.487222	3.822954
636	-10419.73	-10920.33	500.5948	0.462452	0.33875	0.0962168	0.102582	1.468847	1.057201	6.818795	2.01878
642	-10400.2	-10902.01	501.8135	0.444779	0.30269	0.101292	0.15124	1.034933	1.165176	6.083291	2.643958
648	-10415.25	-10916.04	500.7913	0.413677	0.354315	0.0913436	0.140664	1.456576	1.063806	6.560348	2.420628
654	-10413.26	-10914.82	501.5568	0.507387	0.278944	0.0954537	0.118216	1.334576	1.210421	6.081374	2.538134
660	-10397.97	-10898.57	500.6085	0.45674	0.355269	0.0815751	0.106416	1.155111	1.098701	6.779898	2.446206
666	-10403.52	-10904.17	500.6487	0.410008	0.354018	0.0848361	0.151138	1.155111	1.058501	6.779898	2.446206
672	-10406.21	-10905.93	499.7231	0.433297	0.374126	0.0328549	0.159722	1.155111	0.9954538	7.177682	2.833643
678	-10429.91	-10927.69	497.7754	0.585913	0.254589	0.0162819	0.143216	1.67575	1.063708	7.332788	5.037663
684	-10415.8	-10914.99	499.1896	0.461796	0.375087	0.0119903	0.151127	1.34636	1.152795	7.149607	3.255708
690	-10409.72	-10909.07	499.3434	0.440633	0.351275	0.021399	0.186693	1.264237	1.032477	7.149607	3.32924
696	-10408.02	-10908.38	500.3603	0.421711	0.373173	0.017527	0.187589	1.264237	1.032477	7.128516	1.845941
702	-10415.26	-10916.8	501.5391	0.412271	0.291322	0.201232	0.0951751	1.284346	1.036708	6.593775	1.586962
708	-10420.65	-10923.6	502.9438	0.408182	0.288432	0.209155	0.0942311	1.251008	1.133582	5.893886	1.375749
714	-10417.46	-10919.94	502.4841	0.301714	0.46173	0.166936	0.0696207	0.9971943	1.116831	6.419109	1.113991
720	-10420.45	-10922.37	501.9195	0.304347	0.46576	0.168392	0.0615009	1.004044	1.026495	6.792797	1.070167
726	-10411.08	-10913.25	502.1649	0.304347	0.46576	0.168392	0.0615009	0.7995285	1.074743	6.612773	1.334379
732	-10418.37	-10919.09	500.7198	0.38758	0.285945	0.21578	0.110694	1.01859	1.100857	6.582873	3.055155
738	-10431.89	-10933.88	501.9844	0.38758	0.285945	0.21578	0.110694	1.008581	1.099331	6.35818	1.821998
744	-10417.55	-10920.71	503.1528	0.366313	0.370187	0.20394	0.0595607	0.9634796	1.13869	6.03218	1.171327
750	-10410.89	-10914.1	503.213	0.299516	0.420958	0.246979	0.0325479	0.9046018	1.097335	6.059632	1.161604
756	-10433.78	-10936.08	502.2983	0.367369	0.375156	0.216328	0.0411468	1.158115	1.070408	6.342825	1.344262
762	-10418.54	-10920.34	501.7998	0.355779	0.340042	0.195896	0.108282	1.067218	1.027001	6.683986	1.344262
768	-10416.09	-10916.84	500.7493	0.287298	0.467073	0.15819	0.08744	0.9632358	1.027001	7.294916	1.366088
774	-10404.97	-10906.29	501.3164	0.295785	0.480871	0.133321	0.090023	0.9032471	1.149752	6.614843	2.154076
780	-10387.64	-10888.55	500.9034	0.394048	0.308411	0.177612	0.11993	0.8698877	1.092044	6.887594	2.154076
786	-10418.27	-10919.59	501.3222	0.367591	0.336346	0.210591	0.0854718	0.8756972	1.07233	6.668897	2.154076
792	-10415.88	-10918.36	502.473	0.448456	0.334986	0.124961	0.0915973	0.8756972	1.097311	6.030702	2.154076
798	-10419.64	-10921.38	501.744	0.356104	0.390098	0.14552	0.108278	0.9811545	1.114315	6.596229	1.592589
804	-10414.2	-10915.22	501.0221	0.374606	0.415241	0.0764618	0.133691	1.273447	1.05685	6.456468	2.620356
810	-10412.43	-10913.61	501.1808	0.38431	0.389772	0.0887629	0.137155	1.11877	1.043531	6.456887	2.620356
816	-10423.99	-10925.24	501.2501	0.377243	0.382603	0.142118	0.0980355	1.090968	1.05072	6.514615	2.385775
822	-10406.86	-10908.48	501.614	0.377243	0.382603	0.142118	0.0980355	1.0775	1.103418	6.514615	1.834247
828	-10405.77	-10906.88	501.1098	0.40799	0.316722	0.153702	0.121585	1.410094	1.086119	6.514615	2.114091
834	-10415.05	-10913.93	498.8742	0.423933	0.329098	0.120632	0.126336	1.220492	1.02379	7.873837	2.035144
840	-10408.78	-10911.07	502.291	0.405209	0.362385	0.149252	0.083154	1.233486	1.088042	5.990516	2.035144
846	-10403.98	-10906.29	502.3066	0.39429	0.352619	0.14523	0.107861	0.9474419	1.155798	6.16235	1.877288
852	-10406.58	-10907.91	501.3327	0.340561	0.41601	0.164047	0.079382	0.9432458	1.033886	6.946675	1.45362
858	-10405.05	-10904.76	499.7138	0.383929	0.361926	0.170625	0.0835198	1.05453	1.029561	7.153812	3.026697
864	-10415.57	-10917	501.4288	0.540089	0.145757	0.196662	0.117491	1.214898	1.117465	6.282919	2.479224
870	-10422.41	-10921.85	499.4391	0.563645	0.0998516	0.210654	0.12585	1.535559	1.081424	6.576781	4.67341
876	-10408.5	-10908.79	500.2851	0.563645	0.0998516	0.210654	0.12585	1.185963	1.116603	6.916255	2.481043
882	-10424.93	-10925.44	500.5062	0.44101	0.304397	0.180584	0.0740091	1.3765	1.07106	6.916255	1.986172
888	-10408.61	-10910.43	501.8219	0.323256	0.490129	0.132366	0.054248	0.8801168	1.067771	6.447191	2.031301
894	-10418.61	-10920.13	501.5167	0.391317	0.378413	0.160236	0.0700342	1.094986	1.022709	6.80931	1.375595
900	-10409.53	-10910.82	501.2982	0.392828	0.337114	0.208474	0.0615842	1.098697	0.9870943	6.920023	1.42651
906	-10404.69	-10907.19	502.5033	0.343937	0.351754	0.252135	0.0521745	1.057054	1.177907	5.840143	2.231194
912	-10389.59	-10891.98	502.3947	0.482962	0.219259	0.199354	0.0984245	1.209218	1.182685	5.983246	1.823223
918	-10397.97	-10899.59	501.623	0.616884	0.0739493	0.214039	0.095128	1.328647	1.182685	6.053211	2.566276
924	-10395.96	-10896.74	500.7729	0.608781	0.0501904	0.22781	0.113219	1.676606	1.161325	6.184875	3.097723
930	-10392.02	-10893.81	501.7865	0.499108	0.169317	0.163887	0.167689	1.424253	1.158608	6.184875	1.908318
936	-10418.75	-10919.27	500.5198	0.465558	0.188849	0.158561	0.187033	1.200144	1.103096	6.445678	3.541497
942	-10417.15	-10918.81	501.6626	0.362034	0.440438	0.111978	0.0855498	0.9778437	1.150321	6.716306	1.392127
948	-10415.73	-10917.69	501.9593	0.300751	0.481766	0.128642	0.0888415	0.8436295	1.091286	6.713736	1.286482
954	-10410.91	-10912.36	501.4541	0.356619	0.385498	0.152539	0.105345	1.009439	1.091992	6.635122	1.854589
960	-10412.92	-10914.34	501.4257	0.359885	0.388836	0.14497	0.10631	1.038512	1.132781	6.543312	2.022825
966	-10412.79	-10915.78	502.9862	0.452931	0.239969	0.182451	0.124649	1.208412	1.20345	5.501831	2.17905
972	-10408.52	-10909.71	501.191	0.477018	0.204584	0.18712	0.131278	1.297207	1.068959	6.283557	2.802727
978	-10412.65	-10914.5	501.8524	0.526057	0.225616	0.114672	0.133655	1.295947	1.170512	6.059576	2.272789
984	-10399.03	-10899.31	500.278	0.514348	0.185408	0.233658	0.0665851	1.116023	1.155172	6.628743	3.417126
990	-10391.89	-10891.05	499.1537	0.510851	0.184148	0.232069	0.072932	1.386638	1.02919	6.934541	4.255904
996	-10401.97	-10902.51	500.5388	0.539468	0.194464	0.196625	0.0694429	1.792794	1.135421	6.295953	3.033284
1002	-10379.13	-10879.17	500.0434	0.489793	0.233507	0.193003	0.083697	1.417304	1.083855	6.922706	2.557659
1008	-10381.54	-10881.24	499.6992	0.480404	0.245295	0.202747	0.071554	1.362815	1.097788	7.126592	2.557659
1014	-10387.49	-10888.57	501.0746	0.408674	0.283128	0.23955	0.0686477	1.138406	1.041199	6.906215	1.609139
1020	-10398.66	-10898.36	499.703	0.493847	0.245045	0.167297	0.0938113	1.192059	1.037756	7.056741	3.111877
1026	-10414.19	-10917.68	503.4903	0.401022	0.301449	0.225931	0.0715977	0.8498033	1.135434	5.639458	1.743084
1032	-10396.21	-10898.23	502.023	0.398222	0.299344	0.187009	0.115425	1.035008	1.174835	6.361711	1.640084
1038	-10398.63	-10899.85	501.2213	0.404815	0.340628	0.137221	0.117336	1.141422	1.10205	6.361711	2.705488
1044	-10411.43	-10913.33	501.9009	0.450193	0.325488	0.152603	0.0717165	1.141422	1.14643	6.404364	1.601751
1050	-10413.68	-10914.09	500.4108	0.500473	0.295722	0.138648	0.065158	1.456927	1.059247	6.948244	1.955416
1056	-10390.64	-10891.05	500.4084	0.445993	0.304052	0.0961926	0.153763	1.385799	1.102262	6.550898	3.093871
1062	-10397.23	-10898.83	501.6032	0.474827	0.288227	0.0911861	0.14576	1.372832	1.119728	6.254308	2.095051
1068	-10400.88	-10902.57	501.6942	0.38325	0.446983	0.0623828	0.107385	1.372832	1.163671	6.266097	1.886942
1074	-10409.56	-10912.55	502.9955	0.462395	0.271447	0.170129	0.0960293	1.214343	1.168683	5.637138	1.875587
1080	-10406.28	-10907.47	501.1881	0.464961	0.264524	0.16579	0.104725	1.368787	1.148262	6.26779	2.625888
1086	-10407.28	-10908.55	501.2686	0.425293	0.302679	0.158483	0.113545	1.098018	1.220771	6.174769	3.064349
1092	-10395.23	-10896.84	501.6174	0.441632	0.301011	0.137441	0.119916	0.9304872	1.169977	6.408481	2.198656
1098	-10406.25	-10908.04	501.7945	0.443345	0.262774	0.166669	0.127212	1.060353	1.067861	6.51921	1.664189
1104	-10398.84	-10898.88	500.0398	0.457371	0.250451	0.171942	0.120237	1.408895	1.009454	6.889224	2.787857
1110	-10393.49	-10893.07	499.5754	0.400849	0.276538	0.189852	0.132761	1.302093	0.9651962	7.680449	1.584649
1116	-10392.38	-10893.25	500.8712	0.355691	0.367595	0.162841	0.113873	0.9652076	0.9524931	7.03421	1.889327
1122	-10395.38	-10896.43	501.0449	0.379574	0.392277	0.106629	0.121519	1.263536	1.048496	6.783365	1.770928
1128	-10400.35	-10900.41	500.0542	0.443119	0.300329	0.164038	0.0925143	1.069642	1.022811	7.246804	2.223245
1134	-10411.95	-10911.97	500.0181	0.442037	0.253005	0.21267	0.0922884	1.247896	0.9423053	7.246804	2.14833
1140	-10403.14	-10904.15	501.0095	0.415676	0.266795	0.252978	0.0645514	1.223481	1.020614	6.599478	2.36718
1146	-10393.42	-10894.51	501.0838	0.418809	0.260964	0.254885	0.0653422	0.9767169	1.056466	6.714322	2.248155
1152	-10385.08	-10886.96	501.8771	0.380274	0.307366	0.276139	0.0362215	0.9585233	1.036641	6.691515	1.352498
1158	-10395.64	-10898.73	503.0928	0.377164	0.304852	0.273881	0.0441027	0.9222721	1.201608	5.937757	1.401847
1164	-10405.61	-10908.79	503.1867	0.362197	0.292755	0.263012	0.082036	1.13231	1.265499	5.730709	1.415938
1170	-10401.01	-10901.85	500.8312	0.302836	0.372551	0.242916	0.0816968	1.094034	1.139473	6.888941	1.882764
1176	-10383.43	-10885.62	502.1984	0.427892	0.342467	0.186022	0.0436189	1.022667	1.153721	6.439056	1.31253
1182	-10394.46	-10895.4	500.9369	0.340242	0.383096	0.185896	0.0907661	1.096311	0.9855275	7.154496	1.347555
1188	-10407.22	-10907.98	500.767	0.369169	0.366299	0.177746	0.0867864	0.8464655	1.045289	7.154496	1.774014
1194	-10385.14	-10887.3	502.1614	0.330777	0.432202	0.159261	0.0777609	1.045736	1.162941	6.491575	1.213148
1200	-10387.54	-10888.35	500.8084	0.356044	0.373049	0.185105	0.0858024	1.100198	1.132673	6.836472	2.042077
1206	-10397.82	-10900.26	502.4445	0.356044	0.373049	0.185105	0.0858024	0.9752608	1.118464	6.306321	1.40276
1212	-10411.82	-10915.34	503.5168	0.416525	0.426781	0.0449735	0.111721	1.114784	1.257439	5.262284	2.095438
1218	-10401.59	-10904.8	503.217	0.391229	0.379925	0.12391	0.104935	1.31149	1.259686	5.330316	2.081067
1224	-10389.07	-10891.85	502.7809	0.395368	0.377342	0.123068	0.104222	1.239303	1.259686	5.687179	1.887231
1230	-10388.27	-10890.27	502.0025	0.325156	0.455563	0.107507	0.111774	0.9350072	1.217701	6.296683	1.887231
1236	-10400.95	-10903.68	502.7368	0.268399	0.545341	0.077206	0.109053	0.9350072	1.199741	6.097682	1.460539
1242	-10405.79	-10907.3	501.5083	0.271846	0.495145	0.17578	0.0572289	0.7497339	1.026602	6.78425	1.857776
1248	-10404.47	-10905.2	500.7346	0.318998	0.472582	0.16777	0.0406504	0.9277031	1.129002	7.032059	1.892005
1254	-10410.67	-10912.77	502.0981	0.293723	0.453587	0.154477	0.0982132	0.9828844	1.086239	6.628872	1.1593
1260	-10424.18	-10926.82	502.632	0.327553	0.408856	0.194381	0.0692108	0.9683848	1.107044	6.336747	1.158325
1266	-10426.59	-10929.04	502.4529	0.356213	0.433451	0.165334	0.0450016	0.8332247	1.085083	6.259281	1.705495
1272	-10403.02	-10905.52	502.4999	0.393464	0.403008	0.137283	0.0662455	0.8306161	1.159437	5.939785	2.330045
1278	-10406.61	-10910.28	503.6695	0.493144	0.289037	0.170307	0.0475113	1.224977	1.162928	5.200057	2.02715
1284	-10402.89	-10905.09	502.2023	0.582513	0.169322	0.194035	0.0541306	1.224977	1.216849	5.47728	3.457904
1290	-10404.36	-10905.47	501.1064	0.594719	0.123333	0.198101	0.0838467	1.360655	1.164133	6.038093	3.457904
1296	-10404.26	-10905.77	501.5161	0.583925	0.12532	0.194505	0.0962498	1.486768	1.200272	6.01439	2.597416
1302	-10409.11	-10910.05	500.9396	0.517528	0.0921153	0.248958	0.141398	1.502936	1.082426	6.588667	2.054206
1308	-10412.81	-10913.67	500.8619	0.511753	0.150965	0.19143	0.145853	1.45464	1.021636	6.588667	2.305478
1314	-10406.9	-10907.71	500.806	0.460264	0.29317	0.172169	0.0743967	1.246229	1.135369	6.529338	2.664303
1320	-10403.11	-10905.21	502.0952	0.417528	0.265948	0.249518	0.0670056	1.008572	1.058943	6.267634	1.946419
1326	-10403.27	-10904.69	501.4164	0.367275	0.354298	0.219487	0.0589409	1.106302	1.14085	6.501427	2.039037
1332	-10388.19	-10889.52	501.3242	0.379897	0.323025	0.232228	0.0648501	1.055125	1.071466	6.911734	1.367657
1338	-10386.56	-10887.17	500.6071	0.426763	0.298611	0.214677	0.0599489	1.369279	1.08672	6.911734	1.853608
1344	-10379.02	-10882	502.982	0.442803	0.268652	0.238049	0.0504963	1.238076	1.173468	5.751787	1.599429
1350	-10387.14	-10889.91	502.7712	0.389364	0.252441	0.32223	0.0359652	1.063353	1.209848	5.620832	2.366382
1356	-10395.64	-10898.34	502.7061	0.386036	0.364643	0.174418	0.0749024	1.063353	1.256373	5.631038	2.366382
1362	-10390.54	-10894.95	504.4093	0.333339	0.395941	0.189389	0.0813313	0.9707445	1.256699	5.047437	1.631865
1368	-10379.93	-10883.59	503.657	0.389888	0.322704	0.17075	0.116658	1.276635	1.268071	5.20021	1.842738
1374	-10392.09	-10895.38	503.2873	0.412534	0.363327	0.0927959	0.131343	1.190463	1.32129	5.419314	1.842738
