Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
8772	-10415.36	-10917.91	502.5447	0.42161	0.255483	0.240355	0.0825521	1.130372	1.088687	6.179638	1.413877
8778	-10401.42	-10903.45	502.029	0.440325	0.264267	0.251025	0.0443837	0.9530755	1.031352	6.493223	1.612417
8784	-10381.04	-10882.15	501.1116	0.41791	0.274851	0.261078	0.0461613	1.090219	1.097566	6.580861	2.342068
8790	-10398.16	-10899.95	501.7865	0.415617	0.277366	0.259646	0.0473715	1.228603	1.090645	6.380457	1.762624
8796	-10390.35	-10891.92	501.5736	0.428817	0.286175	0.216227	0.0687811	1.204149	1.133594	6.380457	2.011821
8802	-10406.13	-10906.94	500.8085	0.433829	0.277832	0.218754	0.069585	1.14948	1.070841	7.023678	1.618453
8808	-10424.16	-10926.09	501.931	0.420922	0.306878	0.212246	0.0599536	1.14948	1.070841	6.455094	1.535788
8814	-10411.18	-10912.94	501.7562	0.404953	0.327084	0.197767	0.0701961	1.005597	1.129682	6.34167	2.127634
8820	-10407.02	-10908.46	501.4417	0.423409	0.341991	0.154504	0.0800965	1.348517	1.13664	6.418874	1.912826
8826	-10394.31	-10895.85	501.5345	0.400688	0.327034	0.182162	0.0901163	0.9775822	1.106951	6.282115	2.689167
8832	-10383.76	-10886.14	502.3779	0.409567	0.438681	0.0838488	0.067903	1.101448	1.150239	6.149798	1.633424
8838	-10392.97	-10895.1	502.1297	0.349993	0.458009	0.0841656	0.107832	1.192198	1.197033	6.191197	1.679928
8844	-10380.06	-10883.11	503.0586	0.346699	0.366714	0.231638	0.0549488	1.013271	1.279415	5.626333	1.928135
8850	-10397.8	-10900.83	503.0374	0.349284	0.369448	0.233365	0.0479039	0.8253367	1.205679	5.359751	3.081295
8856	-10391.83	-10893.98	502.1486	0.412899	0.39451	0.135962	0.0566287	1.219495	1.173604	6.228987	1.570854
8862	-10388.89	-10891.98	503.0862	0.350303	0.482981	0.0885223	0.0781936	0.8467992	1.171497	5.77538	1.899375
8868	-10416.12	-10918.66	502.5405	0.350979	0.469532	0.0748705	0.104618	1.192915	1.174096	5.412459	3.195569
8874	-10412.18	-10912.59	500.417	0.527822	0.152495	0.221388	0.0982945	1.174742	1.091645	6.270531	4.459808
8880	-10428.74	-10929.89	501.1538	0.550933	0.159172	0.199309	0.0905864	1.120885	1.139687	6.42669	2.596493
8886	-10428.51	-10928.98	500.4659	0.435976	0.367063	0.157721	0.0392393	1.145867	1.02213	6.875172	2.523245
8892	-10420.3	-10921.44	501.1375	0.555488	0.0483513	0.336924	0.0592369	1.203955	1.051022	6.410178	2.683465
8898	-10413.71	-10915.1	501.3877	0.601133	0.0304477	0.316558	0.0518612	1.452821	1.087951	6.131439	2.683465
8904	-10414.73	-10914.36	499.6354	0.602606	0.0280719	0.317334	0.0519883	1.586379	1.040011	7.198751	2.253486
8910	-10392.43	-10891.64	499.2129	0.519045	0.0339746	0.38406	0.06292	1.40126	1.002357	7.381446	2.669892
8916	-10404.6	-10904.52	499.9194	0.480663	0.105411	0.35566	0.0582671	1.19847	1.084993	7.159152	2.383605
8922	-10387.19	-10888.12	500.9336	0.439757	0.162013	0.342172	0.0560575	1.19847	1.056484	6.6518	2.319021
8928	-10381.05	-10882.72	501.6739	0.436004	0.298537	0.246629	0.0188296	1.119811	1.119244	6.257298	2.319021
8934	-10402.14	-10902.36	500.2199	0.52758	0.089519	0.325689	0.0572115	1.256499	1.109834	6.672006	3.222483
8940	-10397.53	-10897.13	499.6002	0.509395	0.0864332	0.314462	0.0897098	1.369813	1.011209	7.120801	2.856391
8946	-10410.58	-10911.01	500.4294	0.559212	0.0429246	0.345216	0.052648	1.508606	1.087784	6.566485	2.856391
8952	-10397.22	-10897.41	500.1895	0.550557	0.0562395	0.339873	0.0533308	1.440879	1.087784	6.727979	2.856391
8958	-10395.65	-10894.95	499.2941	0.559167	0.0645933	0.315559	0.0606809	1.51723	1.091063	7.209387	2.747585
8964	-10403.4	-10903.17	499.7755	0.568542	0.0656763	0.263489	0.102293	1.366753	1.053686	6.829438	3.414862
8970	-10392.09	-10892.84	500.7489	0.423906	0.243968	0.217147	0.114979	1.137782	1.090789	6.69267	2.514428
8976	-10408.81	-10909.61	500.8056	0.453561	0.229686	0.19284	0.123913	1.326878	1.042844	6.732217	2.141287
8982	-10413.5	-10915.15	501.6509	0.468168	0.243421	0.204372	0.0840389	1.153744	1.047523	6.19904	2.569979
8988	-10403.58	-10906.35	502.7639	0.497509	0.140963	0.247701	0.113828	1.183495	1.151758	5.500629	2.618688
8994	-10409.94	-10911.38	501.4426	0.49403	0.163094	0.286589	0.056287	1.29835	1.191823	6.239324	2.353339
9000	-10400.88	-10902.64	501.7577	0.509857	0.120403	0.295771	0.0739691	1.188894	1.064438	6.192719	2.353339
9006	-10411.51	-10913.08	501.5725	0.47124	0.215325	0.22643	0.0870048	1.022945	1.109083	6.342577	2.390796
9012	-10403.36	-10905	501.6455	0.495641	0.241672	0.172536	0.0901515	1.193865	1.096863	6.219543	2.390796
9018	-10400.65	-10901.89	501.2478	0.456243	0.300567	0.131068	0.112121	1.193865	1.138177	6.219543	2.945803
9024	-10393.71	-10894.78	501.0671	0.444113	0.292575	0.127583	0.135729	1.157449	1.067074	6.330338	3.08407
9030	-10411.43	-10914.44	503.0138	0.494178	0.331019	0.0600633	0.114739	1.20062	1.136007	5.586739	2.032265
9036	-10396.34	-10897.29	500.944	0.456092	0.355944	0.0645859	0.123379	1.077581	1.192876	6.034447	4.247558
9042	-10395.8	-10896.34	500.5467	0.456092	0.355944	0.0645859	0.123379	1.341619	1.143336	6.034447	4.672179
9048	-10397.96	-10897.71	499.7566	0.433575	0.270003	0.235417	0.061005	1.321871	1.028414	7.167633	2.516278
9054	-10393.8	-10894.55	500.7538	0.525303	0.202177	0.125902	0.146618	1.607833	1.079682	6.467296	2.516278
9060	-10385.91	-10886.9	500.9868	0.372348	0.351411	0.169591	0.10665	1.42675	1.119153	6.375569	2.595706
9066	-10385.09	-10886.2	501.118	0.31386	0.37553	0.275344	0.0352668	0.9092212	1.048105	6.884132	1.880359
9072	-10400.92	-10901.05	500.1274	0.340008	0.371774	0.253304	0.0349141	0.9927004	1.037596	7.533448	1.522102
9078	-10402.01	-10904.02	502.0097	0.346459	0.33001	0.275752	0.0477791	1.037833	1.075934	6.497677	1.473402
9084	-10397.14	-10898.15	501.0144	0.427304	0.265468	0.260097	0.0471315	1.256849	1.120768	6.378944	2.780705
9090	-10405.25	-10907.74	502.494	0.428911	0.245931	0.261075	0.0640829	1.247574	1.202511	5.798255	2.063946
9096	-10401.85	-10903.34	501.4934	0.43039	0.25699	0.245656	0.0669644	1.141972	1.109022	6.249153	2.5932
9102	-10417.74	-10919.88	502.1341	0.410571	0.302138	0.230983	0.0563074	1.153252	1.158147	6.094604	1.997415
9108	-10417.91	-10920.85	502.9368	0.447566	0.207207	0.251796	0.0934315	1.353157	1.239456	5.524053	1.961854
9114	-10403.89	-10905.7	501.8099	0.415445	0.24591	0.229452	0.109192	1.23627	1.100873	6.353127	1.774615
9120	-10417.89	-10919.88	501.996	0.390413	0.318789	0.240475	0.0503226	0.9674006	1.108017	6.410983	1.72634
9126	-10391.47	-10894.21	502.7443	0.390413	0.318789	0.240475	0.0503226	1.065964	1.164653	5.896663	1.778584
9132	-10417.4	-10919.52	502.1203	0.450929	0.277363	0.204657	0.0670505	1.039531	1.164921	5.777974	3.045262
9138	-10414.74	-10916.47	501.733	0.373836	0.287825	0.240512	0.0978275	0.979787	1.202261	6.001698	3.045262
9144	-10415.42	-10917.17	501.758	0.394239	0.317689	0.180094	0.107978	1.160487	1.19193	6.020789	2.677112
9150	-10388.46	-10889.94	501.4712	0.353156	0.420315	0.129803	0.0967259	0.9856423	1.121938	6.515881	2.115864
9156	-10393.88	-10895.33	501.4461	0.323627	0.38517	0.220779	0.0704241	1.095907	1.134121	6.515881	1.986231
9162	-10413.01	-10914.89	501.8814	0.330576	0.393441	0.22552	0.0504627	1.074513	1.139769	6.358863	1.817101
9168	-10407.92	-10908.72	500.803	0.344507	0.431804	0.173589	0.0500998	0.9826576	0.9978737	7.249438	1.411605
9174	-10397.78	-10898.73	500.9501	0.295217	0.430347	0.230042	0.0443938	0.9826576	0.9978737	7.249438	1.249472
9180	-10410.73	-10912.09	501.3612	0.350605	0.345545	0.222281	0.0815685	0.9249424	1.087732	6.77692	1.753335
9186	-10407.71	-10909.14	501.4291	0.358259	0.353088	0.227134	0.061519	0.9249424	0.9965016	6.79837	1.732981
9192	-10414.03	-10915.57	501.5358	0.391745	0.27702	0.248341	0.0828937	0.950743	0.9966389	6.726541	1.732981
9198	-10402.85	-10903.99	501.1375	0.42209	0.276634	0.243894	0.0573821	1.143368	1.025063	6.823612	1.732981
9204	-10413.45	-10917.31	503.8542	0.417438	0.277561	0.244711	0.0602896	1.011476	1.157881	5.484571	1.423651
9210	-10408.21	-10911.26	503.0488	0.473156	0.177382	0.277374	0.0720876	1.171666	1.18044	5.484571	2.216227
9216	-10390.31	-10893.1	502.7908	0.473517	0.177517	0.276824	0.0721425	0.8843002	1.1171	5.817171	2.216227
9222	-10389.3	-10892.43	503.1268	0.427486	0.23061	0.249914	0.09199	1.064303	1.09551	5.67781	1.890975
9228	-10374.15	-10875.76	501.6151	0.419779	0.25751	0.21999	0.102721	1.170772	1.15078	6.379454	1.97825
9234	-10380.79	-10882.88	502.0825	0.460923	0.291429	0.13486	0.112789	1.170772	1.115352	6.063974	2.179719
9240	-10387.83	-10890.44	502.6082	0.551205	0.153214	0.151536	0.144044	1.279733	1.230561	5.39358	2.907247
9246	-10393.35	-10895.39	502.0386	0.556223	0.154609	0.226986	0.062182	1.08839	1.162314	5.843257	2.907247
9252	-10397.31	-10898.03	500.7245	0.495719	0.235614	0.202295	0.0663723	1.293897	1.075285	6.999445	1.605485
9258	-10404.45	-10906.24	501.7853	0.493411	0.274874	0.165651	0.0660634	1.573385	1.103785	6.164615	1.862603
9264	-10411.3	-10913.17	501.8729	0.417174	0.302453	0.140056	0.140317	1.044293	1.02124	6.349392	2.044764
9270	-10427.87	-10928.08	500.214	0.379321	0.348653	0.127348	0.144678	1.381928	0.9757778	7.034982	2.207409
9276	-10404.27	-10905.06	500.7886	0.379321	0.348653	0.127348	0.144678	1.00906	1.022373	6.890181	2.207409
9282	-10399.26	-10899.37	500.1178	0.417274	0.303256	0.181415	0.0980552	1.168078	1.177491	7.003321	2.424249
9288	-10407.78	-10909.16	501.3836	0.394114	0.361341	0.216163	0.0283812	1.165712	1.110422	6.398543	2.311671
9294	-10408.11	-10907.95	499.835	0.482958	0.151028	0.331926	0.0340879	1.62931	1.03858	7.051005	2.311671
9300	-10405.03	-10905.79	500.7671	0.385725	0.262333	0.293218	0.0587238	1.232437	1.065205	6.692344	2.393042
9306	-10420.32	-10921.52	501.201	0.353799	0.309351	0.280644	0.0562057	0.9281279	1.035819	7.028981	1.444779
9312	-10413.66	-10916.51	502.8503	0.264186	0.448761	0.245084	0.0419694	0.8789164	1.079225	6.140309	1.444779
9318	-10406.59	-10909.1	502.504	0.277032	0.40861	0.257134	0.0572241	0.8895444	1.125191	6.268811	1.50589
9324	-10394	-10897.67	503.6685	0.232554	0.44308	0.258926	0.0654389	0.9160384	1.177088	5.851134	0.9929153
9330	-10399.75	-10901.04	501.2934	0.31418	0.52303	0.0743823	0.0884077	0.987525	1.142014	6.708423	1.850637
9336	-10417.27	-10918.63	501.3537	0.343362	0.426487	0.126946	0.103205	1.250232	1.099881	6.590305	1.782734
9342	-10416.69	-10918.16	501.472	0.459436	0.299546	0.0973046	0.143713	1.230197	1.108848	6.424356	2.039974
9348	-10417.05	-10918.01	500.9616	0.365038	0.370912	0.199102	0.0649478	1.312029	1.113718	6.375944	2.804127
9354	-10415.86	-10916.93	501.0681	0.453782	0.185713	0.316891	0.0436139	1.269807	1.043019	6.607625	2.169141
9360	-10414.87	-10915.08	500.2027	0.400141	0.283394	0.279431	0.0370339	1.087996	1.071853	7.058958	2.416145
9366	-10410.58	-10912.48	501.9032	0.394726	0.279558	0.27565	0.050066	0.9109385	1.04518	6.628708	1.499876
9372	-10410.98	-10912.6	501.6178	0.394726	0.279558	0.27565	0.050066	0.9109385	1.004987	6.628708	1.899341
9378	-10409.67	-10910.65	500.9825	0.390478	0.340088	0.215121	0.0543126	0.9790954	1.060427	6.982073	1.716984
9384	-10406.44	-10906.64	500.2001	0.322833	0.388945	0.243318	0.0449036	0.8809039	0.9552493	7.593436	1.53527
9390	-10394.63	-10894.39	499.7545	0.320224	0.393884	0.241351	0.0445407	1.00028	1.019353	7.593436	1.85406
9396	-10414.57	-10915.05	500.4803	0.320224	0.393884	0.241351	0.0445407	0.9147382	1.025029	7.247666	1.85406
9402	-10407.57	-10908.19	500.6194	0.342832	0.421694	0.154853	0.0806208	0.913411	1.06817	7.183944	1.775154
9408	-10406.42	-10907.03	500.6008	0.375738	0.32038	0.20915	0.0947328	0.9910327	1.021971	7.183944	1.757869
9414	-10402.94	-10903.37	500.4381	0.398023	0.322873	0.221555	0.0575485	1.149024	1.06907	6.951086	2.283753
9420	-10397.51	-10898.55	501.0351	0.420232	0.277842	0.190655	0.111271	1.086442	0.9970097	6.648181	2.424386
9426	-10409.95	-10911.13	501.1776	0.435721	0.341604	0.134856	0.0878188	1.066902	1.123819	6.721617	1.890283
9432	-10394.11	-10895.48	501.3737	0.458815	0.327623	0.129337	0.0842247	1.24752	1.085078	6.402081	2.242732
9438	-10405.72	-10907.41	501.689	0.423751	0.302585	0.195875	0.077788	1.118486	1.071593	6.583719	1.575343
9444	-10418.53	-10919.96	501.4346	0.502006	0.189582	0.232048	0.0763639	1.075864	1.055248	6.450977	2.303393
9450	-10416.97	-10916.37	499.4029	0.569764	0.0179056	0.324006	0.0883244	1.581978	1.067258	6.836215	3.710566
9456	-10413.46	-10913.19	499.7328	0.517861	0.0632788	0.325799	0.0930611	1.581978	0.9812818	6.800236	3.382805
9462	-10426.77	-10927.57	500.8047	0.403638	0.269889	0.253939	0.0725349	1.225597	1.094442	6.800236	2.027989
9468	-10410.52	-10909.82	499.2974	0.397407	0.297004	0.225085	0.0805037	1.150347	0.9872229	7.474539	2.651811
9474	-10397.78	-10898.45	500.6656	0.450226	0.227328	0.231242	0.0912034	1.171046	1.035483	6.702677	2.649582
9480	-10398.86	-10899.69	500.8302	0.424439	0.23386	0.245051	0.0966496	1.305203	1.036277	6.816838	1.932958
9486	-10392.73	-10894.12	501.3885	0.26855	0.517616	0.145358	0.0684749	0.85305	1.036277	6.816838	1.783595
9492	-10400.8	-10903.52	502.7249	0.236243	0.455347	0.267563	0.0408469	0.7880493	1.085524	6.451198	1.058786
9498	-10390.86	-10893	502.1456	0.280032	0.420019	0.260223	0.0397263	0.8211291	1.078546	6.568489	1.417918
9504	-10384.21	-10886.47	502.2617	0.289279	0.399009	0.270674	0.0410382	0.7762024	1.088966	6.670945	1.126807
9510	-10392.71	-10894.83	502.122	0.337847	0.466	0.101826	0.0943272	1.060656	1.009855	6.670945	1.053481
9516	-10397.03	-10897.99	500.9585	0.343825	0.474245	0.0859336	0.0959962	0.9649782	1.009855	7.030991	1.714426
9522	-10414.84	-10916.24	501.3938	0.336627	0.393584	0.19012	0.0796689	0.8711138	1.092678	6.674185	2.021987
9528	-10404.37	-10905.48	501.1143	0.26661	0.465049	0.213679	0.0546611	0.7108842	1.063665	7.15364	1.506528
9534	-10418.03	-10920.33	502.2946	0.364251	0.360191	0.176791	0.0987673	0.8743388	1.079942	6.374525	1.594778
9540	-10406.99	-10908.61	501.62	0.37463	0.325837	0.219515	0.0800185	0.861454	1.188837	6.492087	2.054532
9546	-10384.98	-10885.31	500.3297	0.396261	0.330219	0.188881	0.0846389	1.124271	1.139422	7.201002	1.746424
9552	-10377.85	-10879.31	501.4657	0.452937	0.311497	0.126223	0.109343	1.203922	1.139766	6.509919	1.833229
9558	-10374.7	-10876.15	501.4489	0.419306	0.288368	0.157455	0.13487	1.235314	1.151965	6.322609	2.265034
9564	-10382.85	-10883.13	500.2823	0.528074	0.234355	0.127963	0.109608	1.401234	1.171687	6.286957	4.077694
9570	-10382.25	-10882.01	499.7669	0.461949	0.332791	0.114333	0.0909264	1.3996	1.021287	7.173213	2.392162
9576	-10394.69	-10894.25	499.5646	0.536913	0.145528	0.176886	0.140673	1.688671	1.027383	7.173213	2.319485
9582	-10411.56	-10911.55	499.9943	0.556632	0.158617	0.215215	0.0695367	1.364543	1.070322	7.06829	2.319485
9588	-10416.88	-10915.78	498.901	0.583997	0.0485161	0.294532	0.0729553	1.364543	1.07665	7.06829	4.207446
9594	-10418.76	-10920.2	501.4361	0.419743	0.306418	0.1807	0.0931384	1.167342	1.126464	6.332973	2.385303
9600	-10411.4	-10910.38	498.9755	0.641322	0.0292996	0.19675	0.132628	1.650692	1.146427	6.658118	5.01576
9606	-10404.3	-10903.66	499.3626	0.631549	0.0540582	0.204859	0.109534	1.650692	0.9812276	7.051941	3.112716
9612	-10409.19	-10907.95	498.7634	0.517241	0.191751	0.136037	0.154971	1.470164	1.129903	6.822159	5.198333
9618	-10416.88	-10917.1	500.226	0.592683	0.125528	0.155879	0.12591	1.438508	1.107091	6.543677	3.345201
9624	-10410.92	-10911.33	500.4106	0.523455	0.183838	0.128754	0.163953	1.37813	1.083612	6.543677	3.156559
9630	-10424.34	-10925.96	501.6237	0.517414	0.136341	0.22106	0.125185	1.604523	1.224278	6.128717	1.96788
9636	-10399.24	-10901.12	501.8727	0.489552	0.180857	0.209156	0.120435	1.51752	1.224278	6.128717	1.743261
9642	-10412.51	-10913.17	500.6543	0.442349	0.324528	0.135403	0.0977212	1.324616	1.200451	6.732945	2.133543
9648	-10412.81	-10915.52	502.7179	0.440109	0.322885	0.134717	0.102289	0.9463539	1.084778	5.877894	2.120038
9654	-10400.6	-10902.08	501.4826	0.387006	0.372356	0.0952594	0.145379	1.307638	1.13573	6.33323	2.120038
9660	-10407.99	-10909.48	501.4836	0.455759	0.33184	0.0522849	0.160116	1.26378	1.103256	6.37217	2.120038
9666	-10404.8	-10904.93	500.1293	0.479565	0.296939	0.0550159	0.168479	1.295523	1.143509	6.779478	2.920961
9672	-10404.13	-10905.78	501.6521	0.453252	0.360798	0.0457738	0.140176	1.431164	1.054873	6.2522	2.051574
9678	-10417.58	-10918.58	501.0063	0.448036	0.356647	0.0567532	0.138563	1.495798	1.053255	6.18949	3.129048
9684	-10400.95	-10901.22	500.2724	0.452485	0.360188	0.0473876	0.139939	1.177185	1.053874	6.607615	3.57722
9690	-10391.52	-10892.46	500.9431	0.43166	0.366968	0.0295073	0.171865	1.588054	1.121707	6.679827	1.689216
9696	-10409.33	-10908.82	499.4881	0.476454	0.355179	0.0159792	0.152388	1.293142	1.0152	7.126027	3.136693
9702	-10413.32	-10912.79	499.4722	0.442463	0.364657	0.0101866	0.182693	1.509268	1.125894	7.126027	2.667438
9708	-10414.93	-10914.96	500.0275	0.364516	0.300416	0.210642	0.124426	1.120794	1.156601	7.00129	2.667438
9714	-10415.91	-10915.61	499.6997	0.420988	0.31822	0.158835	0.101957	1.188624	1.079011	6.966397	3.344183
9720	-10405.81	-10907.91	502.1002	0.310844	0.499062	0.0796799	0.110415	1.049374	1.113162	6.39728	1.526905
9726	-10388.56	-10889.27	500.7161	0.427037	0.383003	0.0796234	0.110336	1.248182	1.077933	6.577461	2.753292
9732	-10404.31	-10904.42	500.1158	0.448219	0.402001	0.0380647	0.111716	1.262854	1.099726	6.882574	2.753292
9738	-10404.75	-10907.05	502.3019	0.430627	0.403753	0.0534172	0.112203	1.262854	1.129941	6.017473	1.864986
9744	-10392.24	-10894.3	502.0566	0.476453	0.310294	0.0666163	0.146636	1.387887	1.114784	5.880379	2.413089
9750	-10396.23	-10898.32	502.0819	0.420499	0.386599	0.0471154	0.145786	1.180345	1.184275	6.061873	2.078481
9756	-10401.91	-10904.17	502.2649	0.330896	0.486222	0.109751	0.0731311	1.029121	1.147975	6.061873	2.078481
9762	-10422.3	-10925.71	503.4062	0.322309	0.473604	0.10968	0.0944068	0.9956255	1.160426	5.772121	1.353416
9768	-10405.46	-10909.04	503.5822	0.314377	0.461949	0.0778312	0.145842	0.9789004	1.223608	5.650253	1.353416
9774	-10395.02	-10896.02	500.994	0.407819	0.333028	0.062734	0.196419	1.195467	1.029457	6.576143	2.479619
9780	-10405.12	-10906.64	501.5253	0.3905	0.366855	0.0711448	0.1715	1.091199	1.078021	6.450279	2.12474
9786	-10408.92	-10910.05	501.1304	0.378593	0.422096	0.0437255	0.155585	1.191371	1.10083	6.489182	2.415322
9792	-10405.76	-10907.62	501.8645	0.463406	0.249627	0.135809	0.151158	1.292819	1.041678	6.133902	2.248836
9798	-10402.25	-10902.16	499.9121	0.525389	0.242844	0.0783089	0.153459	1.357521	1.052653	6.75436	3.436413
9804	-10406.84	-10908.62	501.7759	0.528769	0.21643	0.122296	0.132505	1.422614	1.095218	5.926131	2.695338
9810	-10398.94	-10899.08	500.1454	0.476792	0.128756	0.296494	0.0979582	1.275159	1.00021	6.981433	2.559093
9816	-10400.07	-10901.76	501.6921	0.600773	0.0538805	0.257766	0.0875807	1.587458	1.108603	5.870852	2.74201
9822	-10415.91	-10917.01	501.1043	0.524703	0.130196	0.257583	0.0875184	1.475679	1.105897	6.334989	2.486041
9828	-10416.33	-10916.21	499.886	0.501648	0.173715	0.246264	0.0783725	1.481409	1.11507	6.720616	3.287332
9834	-10436.06	-10938.44	502.3741	0.508467	0.116486	0.284505	0.0905424	1.536789	1.170235	5.751592	2.036606
9840	-10416.48	-10918.25	501.768	0.443292	0.270734	0.207037	0.0789367	1.396703	1.051985	6.271129	1.896399
9846	-10413.14	-10915.07	501.9334	0.378778	0.303714	0.232258	0.0852494	1.24313	1.047418	6.539752	1.283348
9852	-10401.87	-10902.96	501.0916	0.356542	0.380895	0.200193	0.0623693	1.133105	1.047418	6.780814	1.875416
9858	-10418.16	-10921.24	503.0726	0.335912	0.393121	0.189307	0.0816592	0.9622697	1.086096	6.086494	1.207621
9864	-10424.97	-10927.45	502.4781	0.381305	0.420705	0.110601	0.0873889	1.263043	0.9945222	6.425482	0.9727673
9870	-10421.77	-10923.24	501.4702	0.306527	0.552885	0.0218153	0.118773	1.237538	1.024454	6.730301	1.437883
9876	-10421.38	-10922.91	501.5301	0.445311	0.369896	0.0316926	0.1531	1.344482	1.128001	6.093397	2.657974
9882	-10415.91	-10916.71	500.798	0.485012	0.336582	0.0116562	0.16675	1.369622	1.116812	6.286332	3.263711
9888	-10403.81	-10905.95	502.1454	0.340441	0.51091	0.0316039	0.117045	1.130592	1.120989	6.286332	1.61231
9894	-10392.19	-10893.48	501.2939	0.342439	0.508039	0.0317894	0.117732	1.131675	1.180221	6.471271	2.19583
9900	-10387.2	-10888.9	501.7011	0.440542	0.361124	0.0468737	0.151461	1.313129	1.183575	6.125662	2.274508
9906	-10396.65	-10897.54	500.8974	0.4406	0.361171	0.0467489	0.15148	1.220681	1.147717	6.627564	2.274508
9912	-10394.8	-10895.7	500.9	0.48845	0.338521	0.0422941	0.130735	1.236208	1.06751	6.661667	2.274508
9918	-10384.91	-10886.27	501.3626	0.442065	0.344439	0.0951756	0.11832	1.334012	1.102143	6.449044	2.006377
9924	-10377.3	-10877.33	500.0347	0.589109	0.242071	0.011143	0.157677	1.592204	1.111163	6.899821	2.368715
9930	-10380.93	-10880.65	499.7197	0.569291	0.260896	0.0123912	0.157421	1.592204	1.166572	6.980083	2.532954
9936	-10384.74	-10885.81	501.0674	0.401621	0.455831	0.0314908	0.111057	1.117035	1.138158	6.580866	2.309674
9942	-10389.74	-10892.23	502.4946	0.401621	0.455831	0.0314908	0.111057	1.238974	1.267091	5.886995	1.77788
9948	-10403.39	-10906.67	503.2741	0.384702	0.436628	0.0263389	0.15233	1.174881	1.306259	5.469921	1.780782
9954	-10407.95	-10910.83	502.8793	0.372837	0.423161	0.05637	0.147632	1.074367	1.223879	5.828357	1.682618
9960	-10380.71	-10883.14	502.4275	0.362172	0.43453	0.0517	0.151598	1.114143	1.191999	5.974379	1.906557
9966	-10387.99	-10888.61	500.6188	0.394818	0.379818	0.0554463	0.169918	1.284307	1.026824	6.79568	2.316379
9972	-10388.5	-10889.92	501.4216	0.424154	0.372019	0.049295	0.154532	1.320805	1.085101	6.483623	1.883441
9978	-10391.57	-10893.22	501.6546	0.407702	0.357589	0.0861712	0.148538	1.073962	1.085101	6.483623	1.883441
9984	-10397.88	-10898.29	500.4125	0.395937	0.275556	0.224461	0.104046	1.073962	0.9764349	7.354087	1.557491
9990	-10376.46	-10877.48	501.0175	0.394914	0.403596	0.0977131	0.103777	1.287364	1.125389	6.787077	1.674132
9996	-10385.44	-10886.28	500.8395	0.422055	0.394045	0.0954006	0.0885001	1.138842	1.176229	6.787077	2.014699
10002	-10370.81	-10872.22	501.4156	0.321994	0.494094	0.0729418	0.110971	1.154578	1.122222	6.470224	2.080377
10008	-10388.37	-10890.25	501.8799	0.412648	0.42398	0.0489072	0.114465	1.358595	1.215519	6.064387	2.080377
10014	-10398.98	-10901.53	502.5491	0.378999	0.437538	0.0593861	0.124077	1.322263	1.136089	6.066486	1.387377
10020	-10404.66	-10906.75	502.0885	0.380001	0.438694	0.0675163	0.113789	1.124012	1.170351	6.066486	2.150858
10026	-10408.06	-10908.57	500.5051	0.385295	0.317931	0.183471	0.113302	1.068389	1.06138	6.862868	2.552859
10032	-10414.38	-10915.94	501.5656	0.367989	0.403101	0.17523	0.0536793	0.9778024	1.047199	6.784641	1.475737
10038	-10393.27	-10894.38	501.1181	0.350473	0.414273	0.180087	0.055167	0.9778024	1.032032	6.886346	1.806605
10044	-10404.19	-10905.31	501.1247	0.437568	0.271358	0.18558	0.105493	1.311769	1.111178	6.618041	1.923235
10050	-10386.41	-10887.7	501.2965	0.501307	0.230036	0.147797	0.12086	1.149476	1.12976	6.493914	2.180473
10056	-10397.53	-10898.15	500.621	0.538655	0.188223	0.145402	0.127721	1.353471	1.076934	6.785256	2.180473
10062	-10391.46	-10891.94	500.4842	0.48555	0.206041	0.159166	0.149243	1.225504	1.0493	6.841586	2.435494
10068	-10402.86	-10903.1	500.2413	0.502699	0.153349	0.177509	0.166443	1.489918	1.068361	6.833965	2.435494
10074	-10400.06	-10900.92	500.8658	0.553727	0.168915	0.147747	0.129611	1.25797	1.113525	6.357149	3.102521
10080	-10390.01	-10889.77	499.7617	0.552697	0.199391	0.118542	0.129369	1.58955	1.044343	6.840099	3.082009
10086	-10385.75	-10885.06	499.314	0.553539	0.229704	0.0929335	0.123823	1.332339	1.065894	7.128104	3.282412
10092	-10408.15	-10906.8	498.6472	0.526572	0.136998	0.231834	0.104597	1.458878	1.132952	7.128104	4.213122
10098	-10421.29	-10920.53	499.2449	0.561368	0.120814	0.178258	0.139561	1.47585	1.04303	6.856409	4.175972
10104	-10408.98	-10909	500.0144	0.531594	0.119908	0.146189	0.202309	1.614426	1.165393	6.423535	3.760713
10110	-10426.03	-10926.47	500.4414	0.546697	0.201593	0.150342	0.101367	1.280483	1.118631	6.487033	3.380615
10116	-10410.19	-10912.29	502.0976	0.450797	0.237181	0.260149	0.0518729	1.192186	1.125115	6.168642	1.862131
10122	-10405.54	-10907.68	502.1422	0.462384	0.212082	0.28765	0.0378839	1.030749	1.119369	6.17089	2.010458
10128	-10416.48	-10917.72	501.2423	0.434643	0.223025	0.302493	0.0398387	1.144104	1.065909	6.6548	1.944908
10134	-10415.83	-10917.53	501.7024	0.470979	0.151711	0.321954	0.0553567	1.199097	1.09121	6.400862	1.855729
