Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
5130	-10407.62	-10910.55	502.9315	0.47024	0.223353	0.180231	0.126176	1.250134	1.156656	5.481355	2.320327
5136	-10398.45	-10899.28	500.8286	0.531357	0.191797	0.168497	0.108349	1.530967	1.153126	6.272798	2.951147
5142	-10396.76	-10897.41	500.6485	0.593827	0.152534	0.162515	0.0911241	1.194341	1.153126	6.272798	3.816525
5148	-10408.19	-10908.33	500.1411	0.49753	0.188746	0.200968	0.112757	1.18265	1.079529	6.725848	3.361464
5154	-10405.51	-10905.37	499.859	0.456253	0.298145	0.1422	0.103402	1.144937	1.134732	6.906651	3.233849
5160	-10402.43	-10903.91	501.4804	0.45501	0.297333	0.144536	0.10312	1.212087	1.084227	6.451421	2.01742
5166	-10400.5	-10901.49	500.9931	0.51542	0.204043	0.163725	0.116811	1.19782	1.101632	6.608962	2.283512
5172	-10404.65	-10905.06	500.4051	0.518557	0.16881	0.163855	0.148779	1.347443	1.062373	6.850057	2.345062
5178	-10420.3	-10922.06	501.753	0.486305	0.182539	0.244254	0.0869026	1.133929	1.090324	6.411399	1.846702
5184	-10408.04	-10909.23	501.1887	0.422846	0.258892	0.242699	0.0755626	1.017856	1.040682	6.655272	2.218574
5190	-10410.86	-10912.13	501.2699	0.431893	0.259413	0.243188	0.0655059	1.222543	1.074802	6.494848	2.195174
5196	-10413.35	-10914.3	500.9589	0.428516	0.260955	0.244633	0.0658953	1.044718	1.020942	6.839198	2.056362
5202	-10411.54	-10912.37	500.8364	0.417702	0.273931	0.248494	0.0598734	1.216617	0.9890794	6.83313	2.056362
5208	-10417.56	-10917.88	500.3274	0.52194	0.208938	0.19174	0.0773816	0.9872707	0.9569623	6.91576	2.973368
5214	-10414.86	-10915.55	500.6826	0.416833	0.217565	0.276641	0.0889618	1.404379	1.098218	6.768427	2.047202
5220	-10404.59	-10906.06	501.4777	0.413874	0.21602	0.281776	0.0883303	1.16933	1.065565	6.472894	2.047205
5226	-10395.08	-10896.26	501.1799	0.445644	0.197377	0.291508	0.0654712	1.284956	1.021261	6.297349	2.874853
5232	-10406.63	-10907.42	500.7917	0.498288	0.164209	0.240342	0.0971607	1.290237	1.152597	6.101099	3.980628
5238	-10404.81	-10905.84	501.0315	0.526251	0.155057	0.226946	0.0917453	1.370371	1.091799	6.316362	2.818695
5244	-10396.76	-10897.74	500.9774	0.492739	0.145182	0.276176	0.0859027	1.159457	1.015413	6.541784	2.675755
5250	-10412.53	-10913.25	500.7161	0.397914	0.209079	0.286807	0.1062	1.147178	1.066823	6.585284	2.90173
5256	-10420.03	-10920.85	500.8254	0.450643	0.276082	0.206712	0.066563	1.094132	1.007368	6.617658	2.806949
5262	-10415.51	-10918.24	502.7254	0.394036	0.306375	0.22697	0.0726189	1.114303	1.195015	5.961611	1.562522
5268	-10403.39	-10905.64	502.247	0.326283	0.522163	0.0928179	0.0587355	0.9000927	1.101728	6.483021	1.363437
5274	-10400.65	-10903.85	503.1952	0.223765	0.50914	0.187339	0.0797564	0.7510687	1.112925	6.106592	1.242164
5280	-10423.19	-10926.54	503.3505	0.229548	0.522298	0.166336	0.0818177	0.8253121	1.073497	6.172424	0.9199281
5286	-10408.59	-10910.16	501.5702	0.240918	0.519304	0.165382	0.0743961	0.7247013	1.057258	6.980378	1.345349
5292	-10408.23	-10911.15	502.9175	0.272469	0.518274	0.137513	0.0717446	0.7210163	1.082678	6.445076	0.9508419
5298	-10422.78	-10925.58	502.7986	0.29563	0.56233	0.0820053	0.0600352	0.7809186	1.145418	6.354804	1.111645
5304	-10399.35	-10902.56	503.2114	0.236152	0.601782	0.0655067	0.0965597	1.006782	1.15773	6.075664	0.9664091
5310	-10390.16	-10893.97	503.8157	0.297593	0.5198	0.0621922	0.120415	0.9736814	1.194213	5.573947	1.287643
5316	-10396.86	-10899.92	503.0632	0.298462	0.457386	0.139642	0.10451	1.039965	1.107046	6.183177	0.9352311
5322	-10399.16	-10902.73	503.5679	0.318447	0.451429	0.150802	0.0793209	1.122561	1.224747	5.799598	0.9352311
5328	-10416.26	-10919.83	503.5718	0.348414	0.43792	0.10533	0.108337	0.8482389	1.172916	5.725936	1.416806
5334	-10406.5	-10910.22	503.7165	0.341972	0.47445	0.103014	0.0805632	1.214408	1.199164	5.537435	1.208415
5340	-10416.65	-10920.73	504.0802	0.349509	0.488189	0.101327	0.0609756	1.05976	1.285058	5.046799	1.898434
5346	-10399.35	-10902.8	503.4528	0.43817	0.328245	0.132221	0.101364	1.279657	1.348562	5.243126	1.898434
5352	-10404.33	-10908.13	503.7948	0.435004	0.356563	0.117577	0.0908564	1.160893	1.298046	5.143475	1.898434
5358	-10406.43	-10909.77	503.3435	0.442238	0.266503	0.198891	0.0923675	1.185572	1.24124	5.519495	1.651746
5364	-10403	-10904.02	501.0145	0.466022	0.280835	0.0899995	0.163144	1.181602	1.13576	6.598504	2.253832
5370	-10391.07	-10893.73	502.6575	0.49739	0.264338	0.0847124	0.15356	1.298866	1.234489	5.808845	1.724729
5376	-10397.43	-10899.63	502.1996	0.402058	0.37875	0.0950649	0.124128	1.123547	1.139752	5.808845	2.730695
5382	-10388.77	-10890.54	501.7799	0.405496	0.33573	0.142266	0.116508	1.127168	1.169053	6.25432	2.098165
5388	-10399.23	-10901.32	502.0971	0.374397	0.386675	0.131355	0.107573	1.215418	1.123653	6.25432	1.641089
5394	-10395.32	-10897.25	501.9329	0.491289	0.262914	0.172366	0.0734313	1.215418	1.112431	6.172039	2.058666
5400	-10401.06	-10904.96	503.8954	0.397508	0.331993	0.189688	0.0808106	0.9502266	1.236066	5.352012	1.637527
5406	-10406.92	-10910.21	503.2871	0.459307	0.287214	0.177753	0.0757262	1.231023	1.171263	5.569238	1.643353
5412	-10421.91	-10925	503.0879	0.396516	0.376215	0.183292	0.0439772	0.8246909	1.079869	5.948914	1.643353
5418	-10410.04	-10911.53	501.4849	0.373498	0.354375	0.172652	0.0994747	1.110916	1.145755	6.42416	2.127137
5424	-10429.77	-10930.7	500.9318	0.3873	0.332245	0.179032	0.101423	0.9992879	1.088755	6.813549	2.127137
5430	-10425.13	-10927.58	502.454	0.257039	0.466511	0.187163	0.0892867	0.7195183	1.030118	6.615426	1.157082
5436	-10413.3	-10915.1	501.8068	0.276985	0.425893	0.201687	0.0954346	0.8238272	1.024478	6.978447	1.02417
5442	-10424.03	-10925.48	501.4443	0.270477	0.415886	0.196948	0.116689	0.9357318	1.080457	6.866606	1.451318
5448	-10407.03	-10909.93	502.9029	0.338508	0.442565	0.123214	0.0957124	0.8062108	1.197477	6.085289	1.451318
5454	-10396.09	-10898.62	502.5283	0.414018	0.387631	0.106449	0.0919016	1.17157	1.16859	5.981258	1.722635
5460	-10418.69	-10921.15	502.4576	0.346942	0.432002	0.118634	0.102421	1.41106	1.177112	5.906668	1.696695
5466	-10391.13	-10893.41	502.2841	0.346942	0.432002	0.118634	0.102421	1.302306	1.140742	5.931318	2.033955
5472	-10402.19	-10904.61	502.4204	0.47621	0.256101	0.155777	0.111911	1.24655	1.192384	5.879158	1.979261
5478	-10375	-10876.92	501.9198	0.517293	0.261735	0.106599	0.114373	1.280276	1.142058	6.202819	1.882391
5484	-10386.71	-10888.59	501.8829	0.450822	0.332022	0.11748	0.0996763	1.251469	1.094723	6.018748	2.509056
5490	-10370.08	-10871.22	501.148	0.404901	0.318446	0.183567	0.0930861	1.15537	1.076342	6.53745	2.345223
5496	-10383.06	-10883.98	500.9285	0.404901	0.318446	0.183567	0.0930861	1.122764	1.072911	6.603028	2.542546
5502	-10418.51	-10919.68	501.1686	0.429856	0.289033	0.20604	0.0750707	1.203845	1.128131	6.435158	2.448488
5508	-10414.9	-10915.11	500.2117	0.471106	0.261709	0.172995	0.0941896	1.303039	1.054346	6.917329	2.518133
5514	-10404.88	-10907.33	502.4527	0.560903	0.13662	0.181621	0.120857	1.303039	1.154019	5.694041	2.386266
5520	-10407.82	-10909.11	501.293	0.449805	0.225272	0.228005	0.0969188	1.350006	1.04419	6.363037	2.386266
5526	-10394.9	-10895.04	500.1399	0.513606	0.206766	0.190671	0.088957	1.443814	1.016319	6.865867	2.639137
5532	-10401.56	-10899.63	498.0683	0.513606	0.206766	0.190671	0.088957	1.30759	1.034562	7.738249	3.574753
5538	-10429.36	-10928.35	498.9873	0.511329	0.154503	0.196989	0.137179	1.702084	1.019662	7.212967	3.104639
5544	-10404.33	-10906.57	502.239	0.36463	0.357374	0.172641	0.105356	0.9927365	1.073282	6.388842	1.495475
5550	-10398.55	-10901.71	503.1587	0.362981	0.40945	0.165525	0.0620432	0.9218548	1.213697	5.848134	1.500685
5556	-10398.18	-10900.43	502.2464	0.379197	0.391657	0.16433	0.064815	1.145729	1.238935	5.653733	2.917305
5562	-10400.52	-10902.04	501.5224	0.437793	0.35469	0.148819	0.0586974	1.117945	1.202878	6.536728	1.723715
5568	-10410.15	-10911.97	501.8223	0.489644	0.291189	0.166445	0.0527208	1.212487	1.090328	6.291678	1.94597
5574	-10401.05	-10903.78	502.7277	0.473773	0.25981	0.184567	0.0818496	0.9610962	1.246462	5.752722	2.178601
5580	-10397.72	-10900.11	502.3975	0.413941	0.235454	0.245378	0.105227	1.164706	1.240644	5.661734	2.621771
5586	-10398.62	-10901.99	503.3688	0.485429	0.305032	0.119178	0.0903611	1.083497	1.25988	5.099732	2.790461
5592	-10407.03	-10909.79	502.7675	0.505911	0.260872	0.155937	0.0772794	1.070564	1.170097	5.643244	2.359902
5598	-10395.48	-10897.87	502.3934	0.505911	0.260872	0.155937	0.0772794	1.10541	1.246697	5.636891	2.779396
5604	-10391.81	-10894.82	503.0185	0.50732	0.205712	0.240479	0.0464891	1.07697	1.221056	5.057249	3.60843
5610	-10397.29	-10898.16	500.8659	0.444635	0.231885	0.271075	0.0524041	1.266957	1.221056	6.249896	3.243326
5616	-10396.66	-10898.6	501.9316	0.428432	0.183655	0.261197	0.126716	1.266957	1.125539	6.377307	1.5096
5622	-10407.49	-10906.53	499.0384	0.58626	0.159421	0.113579	0.14074	1.479764	1.063957	7.052042	3.815336
5628	-10396.89	-10895.98	499.0946	0.562619	0.104908	0.216614	0.115859	1.560336	1.090574	7.052042	3.528291
5634	-10396.88	-10897.58	500.6989	0.593266	0.05615	0.228414	0.12217	1.623254	1.065938	6.402003	2.790166
5640	-10398.25	-10898.26	500.0149	0.578846	0.0547852	0.225681	0.140687	1.549913	1.056102	6.82861	2.737351
5646	-10403.97	-10903.02	499.0464	0.573897	0.194021	0.0925965	0.139485	1.454467	1.110453	6.287556	7.154162
5652	-10411.34	-10909.45	498.11	0.620269	0.153124	0.0867112	0.139896	1.759253	1.103094	6.812214	6.359953
5658	-10409.73	-10909.21	499.4722	0.604406	0.158922	0.0914786	0.145193	1.633014	1.068918	6.919352	3.222388
5664	-10400.48	-10898.69	498.2014	0.460546	0.238724	0.190096	0.110634	1.314226	1.013679	7.515762	4.15507
5670	-10437.66	-10937.53	499.8657	0.445077	0.381026	0.0646394	0.109258	1.435609	1.098764	6.809334	3.13462
5676	-10424.62	-10925.21	500.5977	0.445632	0.381501	0.0634729	0.109394	1.419435	1.028824	6.641984	2.58637
5682	-10425.19	-10924.86	499.6745	0.335204	0.448115	0.10537	0.11131	1.182002	1.042176	7.581508	1.731137
5688	-10411.96	-10913.6	501.634	0.313455	0.419041	0.163415	0.104088	0.9652883	1.149532	6.583622	1.731137
5694	-10412.49	-10914.07	501.5791	0.316834	0.423557	0.165177	0.094432	1.175109	1.053571	6.717464	1.375331
5700	-10420.14	-10921.93	501.7924	0.325528	0.428475	0.213779	0.0322179	0.9419785	1.080785	6.717464	1.362837
5706	-10421.86	-10922.45	500.5839	0.344082	0.400337	0.221527	0.0340542	0.9129496	1.035165	7.223158	1.770189
5712	-10413.11	-10913.65	500.5379	0.562897	0.0978209	0.21036	0.128922	1.575626	1.163435	6.246498	3.456257
5718	-10408.65	-10910.23	501.5729	0.411777	0.219723	0.27419	0.0943103	1.12452	1.150245	6.318518	2.251428
5724	-10400.77	-10902.75	501.9776	0.417789	0.222931	0.278193	0.0810869	1.11868	1.081491	6.318518	1.808792
5730	-10401.56	-10904.05	502.4859	0.328627	0.365038	0.242554	0.0637818	0.8697853	1.095596	6.33742	1.438899
5736	-10414.46	-10915.06	500.6036	0.332194	0.369	0.22762	0.0711856	0.8599002	1.057571	6.869149	2.713804
5742	-10399.67	-10900.06	500.3882	0.333868	0.384474	0.228767	0.0528909	0.7921982	1.044848	7.510878	1.498854
5748	-10386.76	-10890.24	503.4735	0.33216	0.382507	0.232713	0.0526203	0.9576182	1.220755	5.781182	1.237812
5754	-10407.06	-10909.26	502.198	0.336419	0.387411	0.235697	0.040473	0.9909006	1.120866	6.11665	2.121605
5760	-10421.99	-10922.99	501.0003	0.550806	0.24518	0.117743	0.0862708	1.153078	1.084577	6.307606	3.248516
5766	-10407.54	-10908.22	500.676	0.49765	0.22795	0.10638	0.168021	1.325356	1.145574	6.363358	3.248516
5772	-10398.78	-10899.84	501.0551	0.459262	0.300909	0.0776594	0.162169	1.346365	1.12588	6.433107	2.430864
5778	-10398.44	-10899.65	501.2051	0.548016	0.246581	0.0390363	0.166367	1.606963	1.152737	6.14196	2.631493
5784	-10390.36	-10889.79	499.4341	0.581569	0.18942	0.0524578	0.176553	1.83495	1.138923	6.428845	4.619751
5790	-10398.48	-10897.74	499.259	0.547506	0.178326	0.107956	0.166212	1.594089	1.082366	6.961751	3.496962
5796	-10394	-10895.06	501.0568	0.561587	0.151516	0.116411	0.170487	1.394903	1.195265	6.019801	3.496962
5802	-10380.95	-10883.15	502.2081	0.401377	0.385145	0.0916282	0.12185	1.322085	1.230455	5.746111	2.468661
5808	-10398.83	-10900.57	501.7395	0.523537	0.282369	0.0953188	0.0987751	1.167271	1.126987	6.109276	2.545589
5814	-10407.53	-10908.27	500.741	0.409187	0.220694	0.272877	0.0972421	1.2255	1.070604	6.827315	2.078512
5820	-10400.44	-10902.62	502.1787	0.458071	0.290822	0.122966	0.128142	1.216204	1.204369	5.979647	2.078512
5826	-10402.45	-10904.98	502.5269	0.424807	0.339108	0.0421992	0.193885	1.260964	1.204369	5.714868	2.208798
5832	-10411.4	-10913.72	502.3214	0.354807	0.421382	0.102744	0.121067	0.9881602	1.14401	6.254958	1.610817
5838	-10393.53	-10894.75	501.2225	0.433906	0.292388	0.125649	0.148057	1.197713	1.111842	6.467039	2.315887
5844	-10410.48	-10911.19	500.706	0.484099	0.306431	0.131684	0.0777862	1.157751	1.055339	6.467039	3.292839
5850	-10412.37	-10913.49	501.1151	0.457286	0.24461	0.12439	0.173714	1.142683	1.060078	6.467039	2.631739
5856	-10408.14	-10907.17	499.0268	0.411881	0.319614	0.11204	0.156465	1.217051	0.9166502	7.593217	2.740232
5862	-10407.45	-10906.52	499.0705	0.46315	0.221295	0.230419	0.0851365	1.081666	1.041912	7.343172	3.467413
5868	-10415.06	-10915.89	500.8285	0.405758	0.336531	0.199232	0.0584782	1.115273	1.152274	6.317395	3.467413
5874	-10411.58	-10911.52	499.9403	0.547838	0.101733	0.271473	0.0789548	1.428977	1.033416	6.806093	3.139116
5880	-10410.7	-10910.77	500.0732	0.574652	0.0732052	0.283626	0.0685161	1.12801	1.032852	6.952372	2.926924
5886	-10412.02	-10910.99	498.9669	0.592399	0.0877333	0.240334	0.0795341	1.51341	1.043712	7.219716	3.351654
5892	-10402.54	-10903.44	500.9001	0.504797	0.108271	0.309741	0.0771918	1.275371	1.169717	6.171974	3.517381
5898	-10414.56	-10915.72	501.1597	0.517971	0.10539	0.3015	0.0751381	1.232338	1.072496	6.604865	2.057898
5904	-10409.11	-10911.37	502.2652	0.463361	0.203139	0.227495	0.106005	1.297107	1.145187	6.024646	1.835309
5910	-10410.55	-10911.19	500.64	0.448077	0.271336	0.207123	0.0734631	1.312839	1.118339	6.72706	2.299536
5916	-10391.65	-10891.54	499.8863	0.458548	0.277677	0.188674	0.0751001	1.312839	1.073143	7.373125	1.761512
5922	-10388.97	-10890.48	501.512	0.39847	0.316742	0.215217	0.0695712	0.9351581	1.071886	6.682423	1.790492
5928	-10411.1	-10911.02	499.9145	0.332534	0.343471	0.265936	0.0580591	1.066738	1.014712	7.751682	1.247051
5934	-10395.06	-10896.44	501.3738	0.176261	0.617123	0.151827	0.0547901	0.6851101	1.147752	6.791951	1.945297
5940	-10391.2	-10893.91	502.7101	0.0951913	0.669021	0.203777	0.0320104	0.4490519	1.192655	6.680079	0.8952992
5946	-10389.86	-10893.15	503.2945	0.203957	0.589193	0.167742	0.0391082	0.5160705	1.120068	6.265073	1.083474
5952	-10407.68	-10911.72	504.0415	0.202549	0.585128	0.166585	0.0457382	0.628745	1.226223	5.821358	0.9270346
5958	-10404.08	-10908.12	504.0394	0.183621	0.623897	0.151017	0.041464	0.5991555	1.187141	5.791809	1.053089
5964	-10405.91	-10908.1	502.1981	0.152732	0.647503	0.156731	0.0430328	0.5153921	1.040247	6.784595	1.313933
5970	-10394.57	-10896.89	502.319	0.152536	0.64667	0.15653	0.0442644	0.4777311	1.042108	6.784595	1.221466
5976	-10395.1	-10897.64	502.539	0.149459	0.633627	0.173542	0.0433716	0.6103563	1.038497	6.736388	0.9522312
5982	-10386.75	-10889.39	502.6418	0.157866	0.669267	0.103859	0.0690086	0.5941733	1.120032	6.797525	0.6829156
5988	-10415.64	-10917.49	501.8453	0.132787	0.562947	0.24622	0.0580458	0.5076288	1.155384	6.750822	1.669858
5994	-10407.04	-10909.79	502.7533	0.155104	0.655279	0.12205	0.0675663	0.6771351	1.166941	6.494885	0.9850663
6000	-10390.05	-10891.5	501.4497	0.173496	0.630981	0.136523	0.0590008	0.5261446	1.070271	7.06358	1.528874
6006	-10401.39	-10903.03	501.6355	0.166404	0.634712	0.173379	0.0255041	0.4871205	1.129235	6.964867	1.502776
6012	-10390.59	-10893.74	503.1489	0.208161	0.590397	0.161274	0.0401672	0.5042922	1.2396	6.212233	1.224734
6018	-10415.42	-10918.83	503.4071	0.208161	0.590397	0.161274	0.0401672	0.5628386	1.195515	6.212233	0.944113
6024	-10420.83	-10922.87	502.0454	0.209688	0.540957	0.210945	0.0384096	0.7045527	1.063659	6.939724	0.944113
6030	-10399.28	-10902.26	502.9765	0.212569	0.548391	0.200103	0.0389374	0.6211005	1.095248	6.393589	1.080625
6036	-10398.36	-10901.56	503.2012	0.196843	0.604692	0.182036	0.0164286	0.5561776	1.1646	6.270772	1.080625
6042	-10392.25	-10894.49	502.2343	0.195256	0.599817	0.180569	0.0243585	0.4991577	1.097307	6.935032	0.9444471
6048	-10391.35	-10893.38	502.0376	0.195256	0.599817	0.180569	0.0243585	0.6537132	1.113561	6.926598	0.9799473
6054	-10392.02	-10894.88	502.8655	0.0845008	0.670219	0.216126	0.029155	0.5211087	1.070855	6.612802	0.9151222
6060	-10396.62	-10900.07	503.4475	0.139993	0.612461	0.1975	0.050046	0.4194915	1.118173	6.119475	1.304415
6066	-10404.85	-10907.98	503.1285	0.0965789	0.702463	0.191617	0.00934067	0.3845297	1.14446	6.18729	1.527856
6072	-10381.28	-10884.57	503.2958	0.13654	0.632453	0.227073	0.00393439	0.2999342	1.182706	6.135463	1.46274
6078	-10393.97	-10896.69	502.7159	0.142542	0.615545	0.237055	0.00485834	0.2949611	1.077338	6.804667	0.8868452
6084	-10392.39	-10894.37	501.9793	0.125099	0.649822	0.204497	0.0205818	0.367791	1.092303	6.883539	1.445314
6090	-10382.42	-10883.79	501.3648	0.411402	0.36786	0.108985	0.111753	1.103707	1.091394	6.274838	2.806526
6096	-10384.93	-10885.99	501.061	0.450923	0.244788	0.229924	0.0743646	1.329896	1.134776	6.274838	2.884343
6102	-10405.22	-10907.85	502.6229	0.355239	0.410791	0.17679	0.0571794	1.011355	1.151992	6.008369	1.75783
6108	-10399.66	-10902.55	502.8939	0.39225	0.328507	0.189857	0.0893859	0.9999877	1.09715	5.946681	1.645238
6114	-10384.93	-10887	502.0653	0.398616	0.323078	0.186719	0.0915866	0.9194053	1.154642	6.198821	2.149601
6120	-10385.41	-10886.8	501.3896	0.401788	0.311338	0.188205	0.0986687	1.18422	1.120986	6.370613	2.336589
6126	-10377.67	-10878.91	501.2353	0.419143	0.324787	0.196335	0.059736	1.125913	1.071732	6.7329	1.783304
6132	-10394.93	-10896.41	501.4778	0.093626	0.687918	0.204026	0.0144307	0.269351	1.062845	7.515575	0.8266383
6138	-10392.63	-10896.16	503.5317	0.0943679	0.693369	0.205642	0.00662096	0.3864348	1.094898	6.300133	0.926964
6144	-10382.05	-10885.55	503.4936	0.0895981	0.658323	0.245793	0.00628631	0.3351293	1.165803	6.302356	0.926964
6150	-10402.41	-10906.74	504.3327	0.0992159	0.621819	0.272177	0.00678762	0.2841673	1.200616	5.860255	0.8898993
6156	-10393.09	-10897.71	504.623	0.0986241	0.618111	0.276807	0.00645843	0.2934205	1.206051	5.684719	0.9110956
6162	-10390.62	-10894.2	503.5803	0.0737596	0.714872	0.209263	0.00210563	0.236329	1.13625	6.312829	0.8802022
6168	-10401.13	-10904.92	503.7877	0.1163	0.644161	0.237641	0.00189735	0.2942721	1.13625	6.017963	1.21156
6174	-10392.7	-10896.51	503.8085	0.110779	0.647357	0.240057	0.00180727	0.2236504	1.153429	6.116953	0.9895257
6180	-10405.93	-10910.1	504.1743	0.132415	0.5785	0.286942	0.00214389	0.2338191	1.130416	5.931732	0.9895257
6186	-10396.74	-10899.62	502.878	0.129981	0.567867	0.281668	0.020484	0.2646048	1.108045	6.567144	1.142983
6192	-10386.84	-10891.02	504.1751	0.144919	0.63313	0.201957	0.0199932	0.388721	1.152917	5.897094	0.9630654
6198	-10386.34	-10889.61	503.2738	0.140768	0.614994	0.226512	0.0177263	0.4172821	1.186154	6.356588	0.9630654
6204	-10394.75	-10898.15	503.4017	0.147652	0.594031	0.232675	0.0256417	0.4789746	1.158514	6.140697	1.208506
6210	-10404.76	-10908.26	503.4954	0.173509	0.586045	0.211563	0.0288826	0.4785962	1.181947	6.140697	1.086591
6216	-10401.78	-10904.94	503.1624	0.171187	0.609398	0.212368	0.00704676	0.4271146	1.149814	6.283175	1.245552
6222	-10405.55	-10908.5	502.9534	0.171412	0.6102	0.212647	0.00574084	0.5802575	1.141152	6.497158	0.9097487
6228	-10394.82	-10897.42	502.5951	0.234878	0.53703	0.216613	0.0114791	0.6743936	1.132647	6.497158	1.180876
6234	-10410.13	-10912.19	502.0568	0.307041	0.39479	0.283163	0.0150059	0.9078032	1.138704	6.302781	1.940948
6240	-10411.33	-10913.13	501.7977	0.474313	0.165537	0.33951	0.0206401	1.149725	1.174077	6.297014	1.933662
6246	-10404.13	-10906.02	501.8835	0.455282	0.159261	0.361573	0.0238841	1.075709	1.08849	6.17841	2.332128
6252	-10400.75	-10902.47	501.7175	0.327973	0.342694	0.260468	0.0688646	1.090225	1.04823	6.698118	1.358037
6258	-10404.49	-10906.03	501.5473	0.327973	0.342694	0.260468	0.0688646	1.263864	1.053494	6.698118	1.358037
6264	-10411.3	-10912.62	501.3274	0.300056	0.479341	0.136096	0.0845066	1.050463	1.076693	6.698118	1.83509
6270	-10400.57	-10901.67	501.095	0.382427	0.377144	0.178847	0.061582	1.017684	1.102537	6.927865	1.604546
6276	-10416.72	-10917.3	500.5866	0.435195	0.257134	0.217566	0.0901048	1.173245	1.0703	6.9498	2.047215
6282	-10415.51	-10916.61	501.1061	0.326298	0.461758	0.144386	0.0675582	0.9400188	1.122299	6.802403	1.95576
6288	-10393.3	-10893.99	500.6847	0.358567	0.451279	0.124129	0.0660251	1.368529	1.115319	6.802403	1.980195
6294	-10401.53	-10903.43	501.9055	0.403012	0.368784	0.153836	0.0743683	1.203304	1.154314	6.149712	2.110273
6300	-10402.94	-10905.92	502.9828	0.416618	0.290692	0.191103	0.101587	1.448318	1.19551	5.62489	1.621822
6306	-10394.4	-10897.61	503.2088	0.432626	0.301861	0.127619	0.137894	1.339502	1.234296	5.552459	1.578738
6312	-10392.65	-10895.33	502.6731	0.445989	0.288828	0.131561	0.133621	1.122418	1.224842	5.818846	1.904191
6318	-10383.24	-10884.09	500.8556	0.432355	0.282904	0.172727	0.112015	1.498902	1.192709	6.36166	2.626964
6324	-10391.16	-10889.97	498.8097	0.53418	0.105019	0.218866	0.141936	1.562071	1.08161	7.064744	4.046031
6330	-10390.04	-10889.57	499.5321	0.486477	0.215025	0.19932	0.099177	1.264669	1.094549	7.170627	2.836713
6336	-10394.16	-10893.26	499.1018	0.486477	0.215025	0.19932	0.099177	1.29897	1.058182	7.245254	3.339738
6342	-10392.67	-10893.67	500.9973	0.453162	0.265943	0.160602	0.120293	1.414882	1.095613	6.595326	2.045675
6348	-10410.54	-10909.82	499.28	0.402545	0.337646	0.128876	0.130932	1.353596	1.033692	6.664773	5.137457
6354	-10412.73	-10912.83	500.0974	0.470389	0.25971	0.123287	0.146614	1.189999	1.096009	6.910309	2.815427
6360	-10406.8	-10908.43	501.63	0.450823	0.248908	0.159752	0.140516	1.316396	1.110991	6.283538	2.06667
6366	-10395.65	-10897.66	502.0096	0.391844	0.418768	0.0423149	0.147073	1.228591	1.188141	5.773562	2.901619
6372	-10383.24	-10883.68	500.4361	0.393297	0.42032	0.0387642	0.147619	1.273826	1.061129	6.63322	3.03109
6378	-10402.85	-10904.05	501.2035	0.345806	0.369566	0.154835	0.129793	1.07792	1.023719	6.556964	2.397608
6384	-10396.58	-10898.52	501.9366	0.349394	0.370555	0.160696	0.119355	1.07792	1.183679	6.466928	1.453564
6390	-10404.03	-10904.47	500.4418	0.375294	0.385306	0.128469	0.110932	1.190159	1.018802	7.209789	1.659438
6396	-10410.94	-10912.57	501.631	0.319578	0.43349	0.180391	0.0665403	1.041654	1.028357	6.854934	1.20971
6402	-10407.06	-10908.11	501.0445	0.252518	0.471907	0.201317	0.0742591	0.9784145	1.105537	7.12694	1.282057
6408	-10429.34	-10930.99	501.6546	0.300548	0.473538	0.149212	0.0767022	0.9750787	0.9081928	6.906557	1.282057
6414	-10402.91	-10903.21	500.3008	0.36098	0.44193	0.0903626	0.106727	1.113045	1.009254	7.427277	1.446479
6420	-10413.01	-10914.17	501.1575	0.423228	0.213838	0.253357	0.109577	1.163509	1.044446	6.66859	2.02748
6426	-10428.67	-10928.21	499.5349	0.452884	0.228822	0.227341	0.0909531	1.163509	1.014757	7.557251	2.02748
6432	-10404.17	-10906.22	502.0454	0.444551	0.325113	0.0988992	0.131436	1.093624	1.093808	6.035754	2.445274
6438	-10406.04	-10906.65	500.6115	0.370767	0.3683	0.112037	0.148896	1.107165	1.000355	6.757073	2.727767
6444	-10394.1	-10894.42	500.3134	0.421516	0.312891	0.124775	0.140818	1.095791	1.072567	6.809333	2.954339
6450	-10406.84	-10908	501.1643	0.348533	0.497014	0.0636942	0.0907588	1.095791	1.022947	6.809333	1.792619
6456	-10402.76	-10902.28	499.5206	0.373046	0.489096	0.0322023	0.105655	1.331289	1.012313	7.301549	2.507488
6462	-10417.82	-10920.58	502.7591	0.286857	0.492238	0.150421	0.0704849	0.8740673	1.156609	6.362617	1.026838
6468	-10414.27	-10916.54	502.2666	0.329778	0.443815	0.12834	0.0980675	1.127929	1.140225	6.295958	1.430853
6474	-10419.1	-10919.63	500.5232	0.331016	0.51008	0.028945	0.129959	1.208694	1.075441	7.038939	1.861936
6480	-10416.62	-10918.81	502.1895	0.451315	0.367687	0.0495917	0.131406	1.34076	1.144848	5.648514	2.882825
6486	-10409.38	-10909.96	500.5749	0.420624	0.393029	0.0183791	0.167968	1.276004	1.144848	5.950457	5.090335
6492	-10404.61	-10905.79	501.1772	0.400376	0.37411	0.0656307	0.159883	1.214691	1.103581	6.688335	1.813845
