Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
10518	-10386.47	-10888.26	501.7884	0.554217	0.116793	0.244559	0.0844313	1.394534	1.149104	5.990334	2.452317
10524	-10398.53	-10900.44	501.9034	0.508594	0.122468	0.224426	0.144512	1.379751	1.162588	5.897215	2.535266
10530	-10397.5	-10900.21	502.7071	0.500302	0.216548	0.176926	0.106224	1.186483	1.138901	5.732484	2.102011
10536	-10414.35	-10917.68	503.3322	0.373859	0.357764	0.175263	0.0931141	1.264878	1.243295	5.732484	1.142786
10542	-10396.25	-10899.1	502.8517	0.475927	0.264266	0.192943	0.0668643	1.176163	1.181428	5.598278	2.195148
10548	-10406.54	-10908.92	502.383	0.474251	0.263336	0.232289	0.0301243	1.127954	1.202724	5.943909	2.006853
10554	-10393.28	-10893.97	500.691	0.410119	0.355851	0.0876818	0.146347	1.068964	1.106534	7.020996	1.821977
10560	-10405.1	-10906.25	501.1445	0.39268	0.408284	0.0589115	0.140124	1.277485	1.18841	6.221383	2.899237
10566	-10411.69	-10913.48	501.7932	0.408337	0.401363	0.0445882	0.145712	1.201523	1.157637	6.221383	2.081477
10572	-10407.32	-10909.63	502.3075	0.403442	0.408052	0.033668	0.154839	1.226043	1.134381	6.064625	1.785809
10578	-10404.56	-10906.51	501.9465	0.385221	0.399046	0.0643116	0.151422	1.507744	1.162167	6.075546	1.862464
10584	-10410.74	-10914.2	503.4606	0.39573	0.383943	0.0660661	0.154261	0.9773611	1.214899	5.457841	1.934827
10590	-10400.21	-10901.29	501.0811	0.39234	0.363961	0.0974661	0.146233	1.096501	1.22987	6.279622	3.042414
10596	-10398.98	-10899.33	500.3428	0.384701	0.388228	0.0966996	0.130372	1.296168	1.080161	6.827544	2.542075
10602	-10403.21	-10903.82	500.6118	0.436731	0.305487	0.109778	0.148004	1.202244	1.033549	7.03457	1.82043
10608	-10400.36	-10901.22	500.8645	0.467049	0.314731	0.112386	0.105834	1.160397	1.078937	6.570535	2.668443
10614	-10401.86	-10902.02	500.1559	0.460172	0.266484	0.132158	0.141186	1.366338	1.093502	6.933058	2.413906
10620	-10386.32	-10886.49	500.1665	0.480486	0.325676	0.0335883	0.160249	1.36039	1.088197	6.933058	2.413906
10626	-10400.13	-10900.79	500.6544	0.44871	0.304138	0.0974995	0.149652	1.18816	1.018445	6.84916	2.263991
10632	-10393.5	-10895.7	502.204	0.45576	0.322078	0.106772	0.115391	1.228386	1.27784	5.846575	2.263991
10638	-10392.33	-10894.84	502.5099	0.463299	0.356875	0.0833925	0.0964339	1.250357	1.149048	5.738466	2.263991
10644	-10375.79	-10877.31	501.5255	0.378743	0.398378	0.124623	0.0982564	1.021642	1.078423	6.570052	1.919569
10650	-10391.98	-10893.15	501.1684	0.378743	0.398378	0.124623	0.0982564	1.068837	1.078423	6.570052	2.346708
10656	-10413.46	-10914.27	500.8115	0.430222	0.316605	0.141561	0.111611	1.270096	1.114143	6.539111	2.62636
10662	-10408.97	-10909.93	500.9635	0.529942	0.125984	0.213629	0.130445	1.239172	1.104712	6.539111	2.453701
10668	-10397.45	-10899.16	501.709	0.542245	0.216919	0.107363	0.133473	1.302996	1.101498	6.204728	2.18721
10674	-10377.98	-10879.62	501.639	0.471714	0.188704	0.223471	0.116112	1.345631	1.126284	6.265875	2.04191
10680	-10389.75	-10891.83	502.0738	0.412349	0.314736	0.171416	0.101499	1.561162	1.125207	6.107163	1.621595
10686	-10399.48	-10901.46	501.9767	0.419174	0.321964	0.150015	0.108847	1.001668	1.13138	6.107163	2.431692
10692	-10386.33	-10888.4	502.0698	0.417878	0.337713	0.135898	0.108511	1.080204	1.099022	5.99716	2.526582
10698	-10391.91	-10892.5	500.5918	0.399216	0.326288	0.155025	0.119471	1.186116	1.066797	6.98996	1.92968
10704	-10398.51	-10899.58	501.0757	0.381425	0.385335	0.148117	0.0851233	1.198067	1.079861	6.715852	1.92968
10710	-10425.65	-10926.44	500.7875	0.443397	0.32307	0.020029	0.213504	1.413238	1.048605	6.511098	2.644606
10716	-10402.54	-10903.39	500.8477	0.436762	0.330144	0.0675015	0.165592	1.517872	1.121803	6.274285	2.985579
10722	-10394.47	-10895.67	501.1963	0.460825	0.348333	0.0909806	0.0998611	1.299176	1.035283	6.547277	2.119534
10728	-10384.5	-10885.28	500.7897	0.355289	0.353348	0.183415	0.107948	0.9619799	1.000741	7.277663	1.387646
10734	-10399.05	-10898.79	499.7352	0.411427	0.284367	0.245899	0.0583082	1.055654	1.002436	7.079452	3.272259
10740	-10393.24	-10893.72	500.4772	0.551398	0.209469	0.160987	0.0781452	1.135384	1.061387	6.853921	2.521536
10746	-10382.45	-10883.49	501.0398	0.528006	0.17566	0.173765	0.122569	1.289304	1.119867	6.406668	2.615032
10752	-10364.54	-10863.54	499.0059	0.527103	0.17536	0.173468	0.124069	1.491334	1.038969	7.449457	2.615032
10758	-10393.43	-10893.65	500.2136	0.537038	0.159817	0.176737	0.126408	1.706898	0.993247	6.764436	2.509676
10764	-10404.12	-10904.25	500.135	0.53329	0.161111	0.178168	0.127431	1.534964	1.042411	6.912309	2.359588
10770	-10400.54	-10901.49	500.9443	0.4943	0.230104	0.107789	0.167807	1.31928	1.101287	6.631699	2.135463
10776	-10410.99	-10911.92	500.9336	0.487812	0.231302	0.112206	0.16868	1.314181	1.116638	6.631699	2.135463
10782	-10413.91	-10913.79	499.8859	0.529948	0.199831	0.0651634	0.205058	1.597333	1.082826	6.283045	4.765219
10788	-10400.64	-10899.67	499.0315	0.538082	0.201422	0.0700777	0.190419	1.426445	1.079323	6.853621	4.655595
10794	-10390.39	-10890.06	499.6644	0.470879	0.321921	0.0613255	0.145875	1.476351	1.028416	7.227273	2.287041
10800	-10393.53	-10893.32	499.7878	0.506708	0.241687	0.10969	0.141915	1.333556	1.112261	6.901651	3.107787
10806	-10397.17	-10897.63	500.4558	0.535501	0.20254	0.113541	0.148419	1.372451	1.027041	6.669932	2.795989
10812	-10384.47	-10884.15	499.678	0.608016	0.175863	0.097703	0.118418	1.455538	1.048808	6.679034	3.988759
10818	-10378.12	-10878.15	500.028	0.559363	0.182742	0.14723	0.110665	1.348214	1.064712	6.508017	4.080079
10824	-10393.93	-10894.02	500.0917	0.618241	0.0967189	0.162727	0.122313	1.484869	1.110423	6.281682	4.469377
10830	-10401.44	-10902.39	500.956	0.600713	0.0640364	0.21771	0.11754	1.469674	1.101213	6.168188	3.240101
10836	-10382.02	-10881.25	499.2241	0.603654	0.0612154	0.19701	0.13812	1.548836	0.9805797	7.034924	3.569046
10842	-10387.71	-10887.69	499.9788	0.549416	0.0695924	0.22397	0.157021	1.700783	1.1289	6.627373	3.082303
10848	-10409.83	-10909.87	500.0484	0.605274	0.0902138	0.179011	0.125501	1.4169	1.108743	6.627373	3.417558
10854	-10412.07	-10911.13	499.0568	0.538272	0.0802274	0.267057	0.114444	1.592143	0.9755177	7.152447	3.417558
10860	-10382.77	-10883.15	500.3834	0.572629	0.0777629	0.227859	0.121749	1.266561	1.058391	6.37456	4.023125
10866	-10381.59	-10882.77	501.1815	0.554811	0.10646	0.220768	0.11796	1.266561	1.038438	6.37456	2.645785
10872	-10381.29	-10881.6	500.311	0.549291	0.0890856	0.218572	0.143051	1.496677	1.047512	6.825005	2.379442
10878	-10396.21	-10898.43	502.2178	0.541767	0.0950036	0.217958	0.145272	1.348948	1.218296	5.816587	2.249537
10884	-10401.96	-10903.17	501.2138	0.576055	0.0951706	0.174309	0.154466	1.656166	1.107228	6.07558	2.81761
10890	-10397.33	-10896.95	499.6186	0.541726	0.0894991	0.236252	0.132523	1.202878	1.088877	6.796472	4.051265
10896	-10411.02	-10912.35	501.3277	0.586105	0.0454895	0.27957	0.0888353	1.682434	1.141923	5.898314	3.073114
10902	-10406.01	-10907.92	501.9094	0.528536	0.164473	0.160978	0.146012	1.352436	1.093051	6.248144	1.768482
10908	-10416.14	-10918.27	502.1303	0.536388	0.191297	0.188369	0.0839457	1.352436	1.162483	5.890362	2.25696
10914	-10406.83	-10907.52	500.69	0.544069	0.136073	0.229691	0.0901666	1.465658	1.142856	6.04709	4.088432
10920	-10402.1	-10901.67	499.573	0.414816	0.341314	0.175124	0.068746	1.363494	1.059861	6.855834	3.693323
10926	-10401.74	-10902.98	501.2378	0.517757	0.177854	0.218583	0.085806	1.271775	1.04074	6.721408	1.674556
10932	-10408.8	-10908.02	499.2225	0.557648	0.10619	0.248056	0.0881066	1.269775	1.119072	6.922809	4.192066
10938	-10392.89	-10894.76	501.8774	0.557648	0.10619	0.248056	0.0881066	1.331884	1.259432	5.502386	3.715234
10944	-10414.03	-10914.33	500.2996	0.52142	0.115588	0.270008	0.0929842	1.326952	1.134225	6.686856	2.891173
10950	-10416.07	-10917.6	501.5248	0.50364	0.224519	0.227378	0.0444627	1.288832	1.174328	6.09165	2.678136
10956	-10415.81	-10916.92	501.11	0.49983	0.135495	0.299292	0.0653837	1.173407	1.190982	6.366748	2.678136
10962	-10406.13	-10907.38	501.2438	0.475981	0.195376	0.240984	0.0876593	1.16178	1.202723	6.552471	1.989792
10968	-10425.08	-10924.77	499.6864	0.395936	0.24405	0.30102	0.0589936	1.171689	1.062765	7.440659	2.041427
10974	-10417.77	-10918.99	501.2229	0.429644	0.356038	0.155342	0.0589749	1.055553	1.150955	6.280237	3.00215
10980	-10402.41	-10901.77	499.3639	0.513316	0.21739	0.0722641	0.19703	1.39707	1.049337	7.2242	2.826515
10986	-10404.43	-10903.76	499.3227	0.491446	0.193865	0.179815	0.134873	1.397189	1.090398	7.2242	2.826515
10992	-10383.11	-10882.81	499.7063	0.42913	0.236802	0.157014	0.177054	1.397189	1.047038	7.2242	2.308123
10998	-10405.32	-10903.64	498.3183	0.610948	0.16462	0.105485	0.118947	1.602358	1.050569	7.289094	4.190453
11004	-10399.76	-10899.85	500.0911	0.52305	0.205001	0.112995	0.158955	1.278288	1.102489	6.515313	3.978614
11010	-10397.93	-10897.51	499.5757	0.474295	0.225956	0.124545	0.175204	1.278288	1.05897	6.817447	3.978614
11016	-10391.79	-10891.24	499.4431	0.541341	0.257897	0.0801879	0.120574	1.474298	1.103972	6.817447	3.806344
11022	-10398.24	-10898.38	500.1384	0.420525	0.404521	0.0527006	0.122254	1.472215	1.134327	6.681642	2.95968
11028	-10399.5	-10899.96	500.461	0.455459	0.358304	0.0434135	0.142824	1.472215	1.109841	6.927373	1.857478
11034	-10399.6	-10900.41	500.8071	0.498067	0.278763	0.112052	0.111118	1.553911	1.078955	6.665977	1.986527
11040	-10396.57	-10896.51	499.9407	0.504103	0.313406	0.0739585	0.108533	1.498737	1.053267	6.947516	2.582165
11046	-10404.35	-10905	500.6562	0.55021	0.16786	0.16347	0.11846	1.378692	1.136531	6.498005	2.799627
11052	-10406.91	-10907.96	501.0498	0.534767	0.167469	0.19321	0.104554	1.378692	1.186548	5.903763	3.960039
11058	-10422.01	-10924.02	502.0095	0.523835	0.201722	0.18926	0.0851839	1.378692	1.170136	5.891167	2.384024
11064	-10417.33	-10918.11	500.7835	0.513319	0.197672	0.185461	0.103547	1.286661	1.047956	6.582719	2.623827
11070	-10423.43	-10923.57	500.1461	0.386035	0.286541	0.224165	0.103259	1.144332	1.057003	6.85815	3.03006
11076	-10409.27	-10909.8	500.5258	0.472859	0.239366	0.198194	0.0895816	1.199054	1.050132	6.842002	2.408477
11082	-10414.7	-10915.86	501.1532	0.448146	0.263508	0.187835	0.100511	1.071912	1.048348	6.737422	1.976287
11088	-10398.87	-10898.13	499.2512	0.449506	0.271043	0.159622	0.119829	1.401062	1.118334	7.15891	3.094315
11094	-10397.1	-10897.66	500.5581	0.440069	0.298371	0.115089	0.146471	1.170427	1.021506	7.03743	1.937232
11100	-10413.45	-10915.77	502.3257	0.446022	0.302406	0.10312	0.148452	1.084036	1.102813	6.143655	1.790983
11106	-10404.39	-10906.75	502.364	0.446303	0.289523	0.103185	0.160989	1.283722	1.166779	5.829544	2.16693
11112	-10406.32	-10908.54	502.2277	0.416794	0.319518	0.102995	0.160693	1.110827	1.162571	6.188109	1.704441
11118	-10398.26	-10900.06	501.8007	0.282631	0.505749	0.0712723	0.140348	0.9828153	1.162571	6.438405	1.819869
11124	-10398.53	-10899.26	500.7232	0.352729	0.36221	0.0960066	0.189054	1.330961	1.130231	6.617067	2.433462
11130	-10405.28	-10906.72	501.4394	0.441909	0.331625	0.0533762	0.17309	1.330961	1.244816	6.16637	2.433462
11136	-10404.91	-10905.97	501.0603	0.414419	0.310995	0.186176	0.0884104	1.045502	1.073576	6.751454	2.06689
11142	-10421.43	-10922.55	501.1193	0.603317	0.1043	0.117907	0.174475	1.298659	1.18579	5.865497	4.107953
11148	-10431.06	-10932.81	501.7487	0.527231	0.12178	0.229536	0.121453	1.500081	1.135711	5.837741	2.823963
11154	-10406.39	-10906.31	499.9146	0.450215	0.314678	0.130262	0.104845	1.210254	1.045698	7.068654	2.688469
11160	-10417.55	-10916.46	498.9017	0.43057	0.300947	0.174605	0.0938776	1.299748	1.001334	7.596989	2.672245
11166	-10410.47	-10909.84	499.3743	0.434708	0.29423	0.176283	0.0947798	1.094796	0.9669791	7.596989	2.305677
11172	-10397.62	-10899.71	502.0861	0.37651	0.302509	0.258079	0.062901	1.023729	1.136891	6.34678	1.656492
11178	-10400.78	-10902.67	501.8965	0.378964	0.336691	0.216448	0.0678967	1.044871	1.112509	6.447846	1.664654
11184	-10416.81	-10918.8	501.9885	0.385779	0.342746	0.202357	0.0691178	0.9536542	1.111701	6.447846	1.664654
11190	-10400.21	-10902.49	502.2818	0.327594	0.45358	0.168383	0.0504425	0.8761875	1.105139	6.612438	1.093403
11196	-10401.12	-10902.12	500.9918	0.319642	0.402179	0.230907	0.0472725	0.935699	1.040356	7.099738	1.520339
11202	-10408.14	-10909.96	501.821	0.362166	0.368248	0.209445	0.0601422	0.893786	1.065459	6.637143	1.574819
11208	-10408.78	-10909.91	501.1313	0.373155	0.340976	0.17982	0.106049	1.084499	1.123564	6.823507	1.689613
11214	-10413.12	-10913.6	500.4776	0.478364	0.270455	0.115233	0.135948	1.23548	1.073216	6.815361	2.46822
11220	-10411.14	-10913.34	502.2015	0.39721	0.332716	0.167534	0.102541	0.9600432	1.019084	6.518521	1.365204
11226	-10394.1	-10893.86	499.7602	0.441134	0.302387	0.1426	0.11388	1.273223	1.065417	7.283243	2.208939
11232	-10383	-10884.93	501.9355	0.413057	0.346788	0.133523	0.106632	1.329329	1.040687	6.373753	1.545131
11238	-10383.28	-10884.77	501.4862	0.405101	0.340108	0.182468	0.0723231	1.144405	1.120111	6.22396	2.655084
11244	-10389.03	-10890.58	501.5516	0.353892	0.342465	0.217453	0.0861899	1.269478	1.140444	6.468597	1.743304
11250	-10405.31	-10906.78	501.4741	0.412017	0.234467	0.253169	0.100346	1.269478	1.04174	6.564016	1.743304
11256	-10410.3	-10912.2	501.8976	0.456814	0.239288	0.206652	0.0972449	1.269478	1.110297	5.901217	2.769918
11262	-10404.06	-10906.98	502.9227	0.447028	0.260305	0.202225	0.090441	1.269478	1.219144	5.567625	2.003497
11268	-10394.99	-10897.92	502.9392	0.361002	0.344826	0.163309	0.130863	0.953381	1.188369	5.567625	2.454839
11274	-10415.77	-10918.47	502.7009	0.376771	0.396839	0.0898111	0.136579	0.953381	1.174044	6.039662	1.636207
11280	-10408.74	-10909.94	501.2065	0.353489	0.372317	0.146055	0.128139	1.225476	1.067124	7.017423	1.112573
11286	-10411.15	-10914.26	503.1131	0.293847	0.436631	0.203052	0.0664708	0.790198	1.179215	6.172703	1.088148
11292	-10391.09	-10893.88	502.7983	0.325535	0.421937	0.166203	0.0863259	0.896229	1.142374	6.07617	1.547573
11298	-10403.44	-10905.53	502.0899	0.426664	0.287673	0.201451	0.0842122	1.047276	1.073913	6.298184	1.811905
11304	-10396.06	-10896.73	500.6757	0.425386	0.296147	0.175679	0.102788	1.160579	1.080022	7.145663	1.484601
11310	-10390.27	-10891.15	500.881	0.483518	0.267601	0.157511	0.0913704	1.083307	1.064805	6.665248	2.51053
11316	-10406.75	-10907.52	500.7751	0.498375	0.251796	0.148208	0.101621	1.181445	1.064805	6.289442	3.707618
11322	-10393.93	-10895.49	501.5575	0.448857	0.272963	0.160667	0.117513	1.218016	1.163279	6.289442	2.204814
11328	-10384.51	-10885.37	500.8584	0.421173	0.347972	0.0691888	0.161667	1.337898	1.163279	6.58011	2.278977
11334	-10402.86	-10904.32	501.4604	0.411071	0.377501	0.0360423	0.175386	1.223504	1.163279	6.37053	2.125181
11340	-10410.47	-10912.19	501.7291	0.411071	0.377501	0.0360423	0.175386	1.203835	1.117169	6.426315	1.724801
11346	-10399.91	-10900.24	500.3306	0.355219	0.423832	0.0693922	0.151557	1.098774	1.049973	7.04972	2.272209
11352	-10394.08	-10894.95	500.8711	0.421287	0.312138	0.14991	0.116665	1.250807	1.144805	6.668601	2.169191
11358	-10407.22	-10908.38	501.1587	0.493916	0.332796	0.048901	0.124386	1.361438	1.122324	6.394362	2.368884
11364	-10403.86	-10905.38	501.5184	0.499593	0.26543	0.109161	0.125816	1.408683	1.210345	6.025782	2.651734
11370	-10410.16	-10911.9	501.7404	0.467373	0.248312	0.166612	0.117702	1.458524	1.111762	6.070593	2.280069
11376	-10434.45	-10937.21	502.7625	0.475992	0.252892	0.169685	0.101431	1.323487	1.175703	5.708	1.87038
11382	-10408.9	-10909.03	500.131	0.462902	0.334832	0.00660245	0.195664	1.386555	1.022896	6.601691	3.559731
11388	-10402.99	-10903.67	500.6883	0.495805	0.287808	0.00681596	0.209571	1.447629	1.063638	6.562466	2.58146
11394	-10398.14	-10898.34	500.1948	0.495803	0.287806	0.00682014	0.209571	1.498848	1.003022	6.59639	3.319167
11400	-10409.27	-10909.69	500.4142	0.611931	0.118776	0.0519465	0.217347	1.832234	1.069111	6.29271	3.319775
11406	-10398.22	-10899.08	500.8572	0.466706	0.358376	0.00915305	0.165765	1.598185	1.209782	5.63122	4.980974
11412	-10397.11	-10898.64	501.5306	0.598788	0.154968	0.0175539	0.228691	1.881049	1.157125	5.535681	3.580542
11418	-10385.1	-10886.56	501.4595	0.629848	0.210424	0.0146623	0.145066	1.8133	1.171015	5.858026	2.757425
11424	-10396.49	-10898.36	501.8646	0.527424	0.229336	0.0233733	0.219867	1.439285	1.210538	5.72387	2.938497
11430	-10407.48	-10908.48	500.9949	0.412587	0.399488	0.0144384	0.173487	1.421307	1.057831	6.498239	2.34459
11436	-10395.43	-10896.62	501.1957	0.388502	0.434953	0.0131854	0.163359	1.198077	1.060888	6.498239	2.34459
11442	-10401.61	-10901.59	499.9752	0.454058	0.322061	0.0789468	0.144934	1.503593	1.100206	6.714293	3.144847
11448	-10412.45	-10912.77	500.3213	0.535607	0.185635	0.148448	0.13031	1.67457	1.083549	6.714293	2.39273
11454	-10415.75	-10913.9	498.1465	0.571432	0.0692815	0.246583	0.112703	1.623461	0.9974439	7.447852	4.010604
11460	-10408.87	-10907.62	498.7544	0.630699	0.114683	0.113474	0.141144	1.467277	1.091044	6.804809	5.396123
11466	-10421.73	-10921.35	499.6234	0.537798	0.151326	0.184302	0.126574	1.392159	1.099518	6.267048	5.850324
11472	-10390.16	-10890.19	500.0243	0.561339	0.0613392	0.245207	0.132115	1.693374	1.096599	6.735949	2.741032
11478	-10401.46	-10901.12	499.6603	0.574256	0.0384213	0.251706	0.135617	1.552934	1.075783	7.006507	2.741032
11484	-10410.45	-10908.74	498.2971	0.551472	0.0765729	0.24172	0.130236	1.499702	1.015377	7.085604	5.356796
11490	-10409.15	-10910.61	501.4611	0.50592	0.160054	0.214548	0.119478	1.26868	1.026941	6.28283	2.491639
11496	-10409.17	-10910.29	501.116	0.480934	0.222454	0.190516	0.106096	1.052262	1.022915	6.541074	2.612417
11502	-10393.69	-10894.22	500.5233	0.446139	0.22694	0.179502	0.147419	1.231076	1.134907	6.684134	2.681556
11508	-10402.33	-10902.48	500.1561	0.398958	0.320738	0.109869	0.170435	1.53711	1.092729	7.073142	1.851666
11514	-10387.03	-10887.01	499.9868	0.46856	0.293202	0.0651268	0.173111	1.774135	1.080025	6.63793	3.018506
11520	-10390.05	-10890.3	500.2498	0.485036	0.246235	0.123348	0.145381	1.725449	1.065954	6.795649	2.244291
11526	-10418.07	-10917.42	499.3514	0.604062	0.17506	0.109659	0.111219	1.667019	1.09795	6.790769	3.776164
11532	-10423.3	-10923.23	499.9304	0.57952	0.113146	0.195734	0.1116	1.652845	1.093114	6.79656	2.770235
11538	-10413.07	-10913.14	500.0741	0.489252	0.109214	0.307316	0.0942171	1.201306	1.065078	6.949013	2.770235
11544	-10403.21	-10904.43	501.2177	0.554322	0.0762937	0.342265	0.0271196	1.201306	1.065078	6.394883	2.585189
11550	-10413.7	-10915.21	501.5144	0.514346	0.109529	0.223248	0.152877	1.235641	1.092567	5.984758	3.236335
11556	-10413.49	-10913.42	499.9262	0.515726	0.13583	0.158856	0.189588	1.710516	1.067565	6.564196	3.474733
11562	-10421.51	-10921.37	499.8606	0.400605	0.322599	0.109803	0.166993	1.353037	1.112397	7.135477	2.286613
11568	-10408.1	-10907.23	499.1317	0.409054	0.329403	0.117936	0.143608	1.251887	1.053603	7.578463	2.365172
11574	-10416.28	-10915.77	499.4932	0.44159	0.355603	0.0477769	0.15503	1.18188	1.04871	7.422676	2.365172
11580	-10421.49	-10923.66	502.1627	0.48937	0.251792	0.197737	0.0611009	1.07935	1.19343	5.993559	2.262791
11586	-10406.26	-10907.92	501.654	0.441499	0.241557	0.25973	0.0572144	1.047381	1.138411	6.258829	2.418994
11592	-10406.73	-10907.04	500.3145	0.46035	0.25187	0.165633	0.122147	1.089304	1.047122	6.875314	2.804804
11598	-10413.23	-10912.66	499.4249	0.557934	0.173833	0.108159	0.160073	1.454708	1.082786	6.78601	4.03234
11604	-10447.25	-10947.18	499.9239	0.42761	0.243052	0.204037	0.125301	1.279783	1.045755	7.338084	1.869848
11610	-10420.17	-10920.9	500.7259	0.488015	0.258153	0.183508	0.0703244	1.34304	0.9899741	6.905741	1.869848
11616	-10431	-10930.01	499.0068	0.498047	0.211697	0.223979	0.0662765	1.413641	1.00282	7.5076	2.60685
11622	-10421.01	-10922.3	501.2858	0.357563	0.35453	0.148679	0.139229	1.238307	1.176703	6.764021	1.402858
11628	-10404.34	-10903.49	499.1435	0.466564	0.166182	0.234336	0.132918	1.369078	1.028304	7.437549	2.619584
11634	-10422.66	-10921.65	498.9866	0.590285	0.148585	0.162815	0.0983149	1.626709	0.995514	7.200288	3.296475
11640	-10406.11	-10907.62	501.5091	0.563479	0.228804	0.113868	0.0938502	1.38818	1.156891	6.094609	2.58194
11646	-10400.05	-10899.59	499.5397	0.447894	0.172863	0.304644	0.074599	1.365202	1.117567	6.566443	4.743216
11652	-10398.05	-10898.85	500.7985	0.403002	0.293694	0.176561	0.126743	1.320632	1.088026	6.532027	2.635354
11658	-10415.37	-10916.32	500.9517	0.455852	0.262992	0.156881	0.124274	1.317866	1.122286	6.624593	2.11619
11664	-10417.29	-10918.3	501.0159	0.411273	0.374577	0.102029	0.112121	1.317866	1.061342	6.823702	1.63763
11670	-10395.48	-10896.03	500.5502	0.347938	0.420685	0.119623	0.111754	1.185831	1.061342	6.890211	2.246004
11676	-10407.45	-10907.76	500.3131	0.344899	0.417011	0.111002	0.127088	0.9683365	1.031086	7.145644	2.254096
11682	-10405.78	-10906.96	501.1798	0.308329	0.442974	0.116751	0.131947	0.9174695	1.085211	6.911591	1.681662
11688	-10397.61	-10900.04	502.4303	0.322621	0.463507	0.0883349	0.125536	0.8664222	1.162129	6.317062	1.473265
11694	-10386.89	-10887.85	500.9643	0.392165	0.347862	0.107376	0.152597	1.157084	1.057772	6.870735	1.782786
11700	-10410.65	-10912.33	501.6815	0.232046	0.555488	0.170483	0.0419826	0.6965875	1.096557	7.113041	0.9614256
11706	-10394.78	-10898.02	503.2452	0.214866	0.568924	0.157861	0.0583486	0.563613	1.133077	6.188477	1.217658
11712	-10403.61	-10906.35	502.7459	0.259651	0.514513	0.162851	0.0629847	0.6648153	1.011255	6.46792	1.217658
11718	-10401.15	-10904.14	502.9885	0.258326	0.511886	0.180296	0.0494923	0.6648153	1.11421	6.22226	1.333632
11724	-10400.53	-10903.48	502.9512	0.24797	0.522548	0.142556	0.0869257	0.8419982	1.130551	6.22226	1.155745
11730	-10418.54	-10920.34	501.7982	0.393407	0.289018	0.241346	0.0762281	1.267811	1.125541	6.396606	1.624334
11736	-10409.31	-10912.08	502.7684	0.373414	0.328613	0.22645	0.0715232	0.9794917	1.175398	5.936878	1.750409
11742	-10404.96	-10907.61	502.6403	0.332445	0.26786	0.295932	0.103763	0.8384528	1.156419	6.383516	1.147201
11748	-10418.03	-10921.09	503.0597	0.295121	0.350058	0.262708	0.0921136	0.9910156	1.158386	6.135604	1.023123
11754	-10401.97	-10902.98	501.0065	0.558136	0.181844	0.093811	0.166209	1.367811	1.158386	6.390857	2.542747
11760	-10393.82	-10894.69	500.8673	0.328891	0.431291	0.132375	0.107443	1.057609	1.097707	7.087473	1.483116
11766	-10415.59	-10917.17	501.5795	0.360609	0.352099	0.169486	0.117805	1.057609	1.096048	6.704408	1.483116
11772	-10411	-10911.14	500.1351	0.337227	0.39411	0.158496	0.110167	1.011059	1.043928	7.29632	2.035651
11778	-10398.96	-10900.73	501.7721	0.344999	0.403192	0.139104	0.112706	1.011059	1.063592	6.636441	1.496659
11784	-10379.15	-10880.44	501.2907	0.451466	0.342733	0.0756806	0.13012	1.090874	1.092886	6.522395	2.246013
11790	-10385.3	-10886.52	501.219	0.396082	0.36151	0.11423	0.128178	1.161451	1.064162	6.522395	2.292099
11796	-10373.83	-10875.6	501.7714	0.404792	0.369459	0.116742	0.109008	1.161451	1.148462	6.522395	1.473428
11802	-10371.01	-10872.98	501.9681	0.324007	0.375989	0.231784	0.0682197	1.123926	1.214818	6.399331	1.473428
11808	-10386.51	-10889	502.4922	0.344776	0.412561	0.143646	0.0990167	1.050581	1.18417	6.399331	1.020227
11814	-10401.06	-10901.32	500.2609	0.349263	0.434585	0.134641	0.0815111	1.050581	1.079851	7.444736	1.443896
11820	-10378.76	-10880.14	501.3796	0.322261	0.386833	0.181205	0.109701	1.082457	1.052921	6.840931	1.443896
11826	-10394.01	-10896.6	502.589	0.253368	0.367915	0.248165	0.130551	0.8155966	1.135358	6.372395	1.271219
11832	-10389.91	-10890.97	501.0581	0.324839	0.471698	0.0360852	0.167378	1.224446	1.162493	6.613423	2.062242
11838	-10391.37	-10892.79	501.4201	0.32203	0.467618	0.0444225	0.16593	1.170772	1.122163	6.754192	1.405108
11844	-10397.9	-10899.13	501.2227	0.335956	0.468751	0.0463436	0.14895	1.170772	1.106887	6.461147	2.375656
11850	-10392.79	-10894.18	501.3833	0.436299	0.395252	0.0467879	0.121661	1.198974	1.103	6.603135	1.772142
11856	-10399.51	-10901.29	501.7796	0.393343	0.356337	0.140638	0.109682	1.040181	1.073753	6.534766	1.664437
11862	-10406.85	-10908.72	501.8709	0.412899	0.388659	0.0833059	0.115136	1.178243	1.168801	6.361243	1.664437
11868	-10385.2	-10886.8	501.6043	0.39214	0.369119	0.129393	0.109347	1.098623	1.091764	6.361243	2.213987
11874	-10398.51	-10899.97	501.4574	0.329991	0.46744	0.0970433	0.105525	1.024426	1.133608	6.675032	1.687232
11880	-10395.46	-10896.68	501.2237	0.358742	0.508167	0.0183708	0.11472	1.209316	1.128927	6.460973	2.290016
11886	-10377.07	-10878.89	501.8199	0.447428	0.365536	0.0439563	0.14308	1.388545	1.17349	6.13647	2.003531
11892	-10401.15	-10903.48	502.3271	0.382688	0.412141	0.0495605	0.155611	1.056815	1.158643	6.13647	1.769122
